"chr"	"start"	"end"	"TAD"	"Length"
"1403"	"chr2"	100810000	101553000	"TAD 1403"	743000
"1404"	"chr2"	101686000	103043000	"TAD 1404"	1357000
"1405"	"chr2"	103090000	103417000	"TAD 1405"	327000
"1406"	"chr2"	103454000	103995000	"TAD 1406"	541000
"1407"	"chr2"	104135000	104816000	"TAD 1407"	681000
"1408"	"chr2"	104935000	105236000	"TAD 1408"	301000
"1409"	"chr2"	105272000	106284000	"TAD 1409"	1012000
"1410"	"chr2"	106374000	106943000	"TAD 1410"	569000
"1411"	"chr2"	107030000	107878000	"TAD 1411"	848000
"1412"	"chr2"	1.08e+08	109828000	"TAD 1412"	1828000
"1413"	"chr2"	109909000	110978000	"TAD 1413"	1069000
"1414"	"chr2"	111088000	112099000	"TAD 1414"	1011000
"1415"	"chr2"	112258000	112473000	"TAD 1415"	215000
"1416"	"chr2"	112526000	112770000	"TAD 1416"	244000
"1417"	"chr2"	112789000	113795000	"TAD 1417"	1006000
"1418"	"chr2"	113874000	114144000	"TAD 1418"	270000
"1419"	"chr2"	114279000	116067000	"TAD 1419"	1788000
"1420"	"chr2"	116191000	116803000	"TAD 1420"	612000
"1421"	"chr2"	116905000	117447000	"TAD 1421"	542000
"1422"	"chr2"	117514000	118248000	"TAD 1422"	734000
"1423"	"chr2"	118253000	118978000	"TAD 1423"	725000
"1424"	"chr2"	119066000	119583000	"TAD 1424"	517000
"1425"	"chr2"	119672000	121132000	"TAD 1425"	1460000
"1426"	"chr2"	121164000	121403000	"TAD 1426"	239000
"1427"	"chr2"	121571000	121930000	"TAD 1427"	359000
"1428"	"chr2"	122069000	122356000	"TAD 1428"	287000
"1429"	"chr2"	122442000	125217000	"TAD 1429"	2775000
"1430"	"chr2"	125285000	125534000	"TAD 1430"	249000
"1431"	"chr2"	125622000	125844000	"TAD 1431"	222000
"1432"	"chr2"	125911000	126491000	"TAD 1432"	580000
"1433"	"chr2"	126680000	127009000	"TAD 1433"	329000
"1434"	"chr2"	127076000	127759000	"TAD 1434"	683000
"1435"	"chr2"	127872000	128572000	"TAD 1435"	7e+05
"1436"	"chr2"	128695000	129057000	"TAD 1436"	362000
"1437"	"chr2"	129077000	130244000	"TAD 1437"	1167000
"1438"	"chr2"	130294000	131517000	"TAD 1438"	1223000
"1439"	"chr2"	131552000	132222000	"TAD 1439"	670000
"1440"	"chr2"	132326000	132904000	"TAD 1440"	578000
"1441"	"chr2"	133055000	135301000	"TAD 1441"	2246000
"1442"	"chr2"	135403000	137930000	"TAD 1442"	2527000
"1443"	"chr2"	138045000	140437000	"TAD 1443"	2392000
"1444"	"chr2"	140496000	143090000	"TAD 1444"	2594000
"1445"	"chr2"	143126000	143814000	"TAD 1445"	688000
"1446"	"chr2"	143825000	144219000	"TAD 1446"	394000
"1447"	"chr2"	144300000	144518000	"TAD 1447"	218000
"1448"	"chr2"	144654000	145570000	"TAD 1448"	916000
"1449"	"chr2"	145689000	145900000	"TAD 1449"	211000
"1450"	"chr2"	145957000	146422000	"TAD 1450"	465000
"1451"	"chr2"	146464000	147359000	"TAD 1451"	895000
"1452"	"chr2"	147395000	148109000	"TAD 1452"	714000
"1453"	"chr2"	148130000	148647000	"TAD 1453"	517000
"1454"	"chr2"	148688000	150060000	"TAD 1454"	1372000
"1455"	"chr2"	150277000	150405000	"TAD 1455"	128000
"1456"	"chr2"	150567000	151001000	"TAD 1456"	434000
"1457"	"chr2"	151547000	152365000	"TAD 1457"	818000
"1458"	"chr2"	152379000	152574000	"TAD 1458"	195000
"1459"	"chr2"	152660000	152851000	"TAD 1459"	191000
"1460"	"chr2"	152915000	154290000	"TAD 1460"	1375000
"1461"	"chr2"	154400000	154603000	"TAD 1461"	203000
"1462"	"chr2"	154690000	154949000	"TAD 1462"	259000
"1463"	"chr2"	154984000	155434000	"TAD 1463"	450000
"1464"	"chr2"	155463000	156123000	"TAD 1464"	660000
"1465"	"chr2"	156204000	156300000	"TAD 1465"	96000
"1466"	"chr2"	156333000	157273000	"TAD 1466"	940000
"1467"	"chr2"	157291000	157566000	"TAD 1467"	275000
"1468"	"chr2"	157634000	158333000	"TAD 1468"	699000
"1469"	"chr2"	158432000	158835000	"TAD 1469"	403000
"1470"	"chr2"	158926000	160582000	"TAD 1470"	1656000
"1471"	"chr2"	160635000	160912000	"TAD 1471"	277000
"1472"	"chr2"	161193000	162822000	"TAD 1472"	1629000
"1473"	"chr2"	162940000	163405000	"TAD 1473"	465000
"1474"	"chr2"	163426000	164027000	"TAD 1474"	601000
"1475"	"chr2"	164102000	164348000	"TAD 1475"	246000
"1476"	"chr2"	164404000	164720000	"TAD 1476"	316000
"1477"	"chr2"	164794000	165495000	"TAD 1477"	701000
"1478"	"chr2"	165496000	165747000	"TAD 1478"	251000
"1479"	"chr2"	165820000	166053000	"TAD 1479"	233000
"1480"	"chr2"	166101000	166556000	"TAD 1480"	455000
"1481"	"chr2"	166582000	166879000	"TAD 1481"	297000
"1482"	"chr2"	167073000	167624000	"TAD 1482"	551000
"1483"	"chr2"	167649000	168901000	"TAD 1483"	1252000
"1484"	"chr2"	169095000	170037000	"TAD 1484"	942000
"1485"	"chr2"	170060000	170867000	"TAD 1485"	807000
"1486"	"chr2"	170913000	172179000	"TAD 1486"	1266000
"1487"	"chr2"	172238000	173549000	"TAD 1487"	1311000
"1488"	"chr2"	173596000	174282000	"TAD 1488"	686000
"1489"	"chr2"	174336000	174895000	"TAD 1489"	559000
"1490"	"chr2"	174929000	178076000	"TAD 1490"	3147000
"1491"	"chr2"	178130000	178369000	"TAD 1491"	239000
"1492"	"chr2"	178449000	179870000	"TAD 1492"	1421000
"1493"	"chr2"	179904000	180258000	"TAD 1493"	354000
"1494"	"chr2"	180261000	181598000	"TAD 1494"	1337000
"1495"	"chr2"	181620000	182113224	"TAD 1495"	493224
"1496"	"chr3"	0	3298000	"TAD 1496"	3298000
"1497"	"chr3"	3320000	6293000	"TAD 1497"	2973000
"1498"	"chr3"	6322000	8477000	"TAD 1498"	2155000
"1499"	"chr3"	8602000	9707000	"TAD 1499"	1105000
"1500"	"chr3"	9712000	10297000	"TAD 1500"	585000
"1501"	"chr3"	10403000	13813000	"TAD 1501"	3410000
"1502"	"chr3"	13927000	15218000	"TAD 1502"	1291000
"1503"	"chr3"	15482000	15707000	"TAD 1503"	225000
"1504"	"chr3"	16072000	16176000	"TAD 1504"	104000
"1505"	"chr3"	16291000	17864000	"TAD 1505"	1573000
"1506"	"chr3"	18049000	19052000	"TAD 1506"	1003000
"1507"	"chr3"	19255000	19890000	"TAD 1507"	635000
"1508"	"chr3"	19914000	20513000	"TAD 1508"	599000
"1509"	"chr3"	20648000	22206000	"TAD 1509"	1558000
"1510"	"chr3"	22366000	26993000	"TAD 1510"	4627000
"1511"	"chr3"	27044000	28959000	"TAD 1511"	1915000
"1512"	"chr3"	29051000	29718000	"TAD 1512"	667000
"1513"	"chr3"	29742000	30501000	"TAD 1513"	759000
"1514"	"chr3"	30573000	31123000	"TAD 1514"	550000
"1515"	"chr3"	31202000	31587000	"TAD 1515"	385000
"1516"	"chr3"	31797000	32275000	"TAD 1516"	478000
"1517"	"chr3"	32368000	32700000	"TAD 1517"	332000
"1518"	"chr3"	32711000	33716000	"TAD 1518"	1005000
"1519"	"chr3"	33840000	35554000	"TAD 1519"	1714000
"1520"	"chr3"	35691000	36134000	"TAD 1520"	443000
"1521"	"chr3"	36165000	36501000	"TAD 1521"	336000
"1522"	"chr3"	36649000	37309000	"TAD 1522"	660000
"1523"	"chr3"	37310000	37407000	"TAD 1523"	97000
"1524"	"chr3"	37467000	38198000	"TAD 1524"	731000
"1525"	"chr3"	38255000	38825000	"TAD 1525"	570000
"1526"	"chr3"	38920000	40444000	"TAD 1526"	1524000
"1527"	"chr3"	40525000	40834000	"TAD 1527"	309000
"1528"	"chr3"	40943000	41601000	"TAD 1528"	658000
"1529"	"chr3"	41906000	45309000	"TAD 1529"	3403000
"1530"	"chr3"	45397000	48848000	"TAD 1530"	3451000
"1531"	"chr3"	48923000	51130000	"TAD 1531"	2207000
"1532"	"chr3"	51238000	51395000	"TAD 1532"	157000
"1533"	"chr3"	51496000	52199000	"TAD 1533"	703000
"1534"	"chr3"	52283000	52986000	"TAD 1534"	703000
"1535"	"chr3"	53017000	53442000	"TAD 1535"	425000
"1536"	"chr3"	53521000	54672000	"TAD 1536"	1151000
"1537"	"chr3"	54819000	55954000	"TAD 1537"	1135000
"1538"	"chr3"	56002000	59052000	"TAD 1538"	3050000
"1539"	"chr3"	59091000	61158000	"TAD 1539"	2067000
"1540"	"chr3"	61245000	62488000	"TAD 1540"	1243000
"1541"	"chr3"	62548000	63895000	"TAD 1541"	1347000
"1542"	"chr3"	64069000	64322000	"TAD 1542"	253000
"1543"	"chr3"	64529000	64608000	"TAD 1543"	79000
"1544"	"chr3"	64929000	65305000	"TAD 1544"	376000
"1545"	"chr3"	65406000	65930000	"TAD 1545"	524000
"1546"	"chr3"	66009000	66289000	"TAD 1546"	280000
"1547"	"chr3"	66337000	67337000	"TAD 1547"	1e+06
"1548"	"chr3"	67428000	67600000	"TAD 1548"	172000
"1549"	"chr3"	67643000	68046000	"TAD 1549"	403000
"1550"	"chr3"	68055000	68919000	"TAD 1550"	864000
"1551"	"chr3"	69017000	69108000	"TAD 1551"	91000
"1552"	"chr3"	69211000	69900000	"TAD 1552"	689000
"1553"	"chr3"	70078000	73029000	"TAD 1553"	2951000
"1554"	"chr3"	73148000	75146000	"TAD 1554"	1998000
"1555"	"chr3"	75220000	75986000	"TAD 1555"	766000
"1556"	"chr3"	76103000	78869000	"TAD 1556"	2766000
"1557"	"chr3"	78976000	79584000	"TAD 1557"	608000
"1558"	"chr3"	79651000	79816000	"TAD 1558"	165000
"1559"	"chr3"	79852000	80068000	"TAD 1559"	216000
"1560"	"chr3"	80087000	80905000	"TAD 1560"	818000
"1561"	"chr3"	80963000	81917000	"TAD 1561"	954000
"1562"	"chr3"	81962000	83753000	"TAD 1562"	1791000
"1563"	"chr3"	83786000	84907000	"TAD 1563"	1121000
"1564"	"chr3"	84940000	86110000	"TAD 1564"	1170000
"1565"	"chr3"	86257000	86977000	"TAD 1565"	720000
"1566"	"chr3"	87035000	87866000	"TAD 1566"	831000
"1567"	"chr3"	87932000	88259000	"TAD 1567"	327000
"1568"	"chr3"	88395000	88739000	"TAD 1568"	344000
"1569"	"chr3"	88932000	89492000	"TAD 1569"	560000
"1570"	"chr3"	89499000	90068000	"TAD 1570"	569000
"1571"	"chr3"	90143000	90198000	"TAD 1571"	55000
"1572"	"chr3"	90234000	90475000	"TAD 1572"	241000
"1573"	"chr3"	90514000	90649000	"TAD 1573"	135000
"1574"	"chr3"	90854000	91567000	"TAD 1574"	713000
"1575"	"chr3"	91668000	91794000	"TAD 1575"	126000
"1576"	"chr3"	91973000	92145000	"TAD 1576"	172000
"1577"	"chr3"	92213000	93028000	"TAD 1577"	815000
"1578"	"chr3"	93118000	93585000	"TAD 1578"	467000
"1579"	"chr3"	93972000	94066000	"TAD 1579"	94000
"1580"	"chr3"	94365000	94729000	"TAD 1580"	364000
"1581"	"chr3"	94887000	95036000	"TAD 1581"	149000
"1582"	"chr3"	95057000	95354000	"TAD 1582"	297000
"1583"	"chr3"	95467000	95805000	"TAD 1583"	338000
"1584"	"chr3"	95937000	96188000	"TAD 1584"	251000
"1585"	"chr3"	96304000	96435000	"TAD 1585"	131000
"1586"	"chr3"	96531000	96705000	"TAD 1586"	174000
"1587"	"chr3"	96782000	97612000	"TAD 1587"	830000
"1588"	"chr3"	97675000	98391000	"TAD 1588"	716000
"1589"	"chr3"	98814000	100116000	"TAD 1589"	1302000
"1590"	"chr3"	100140000	100906000	"TAD 1590"	766000
"1591"	"chr3"	100975000	101829000	"TAD 1591"	854000
"1592"	"chr3"	101850000	102888000	"TAD 1592"	1038000
"1593"	"chr3"	103029000	103368000	"TAD 1593"	339000
"1594"	"chr3"	103445000	104461000	"TAD 1594"	1016000
"1595"	"chr3"	104474000	104699000	"TAD 1595"	225000
"1596"	"chr3"	104716000	105049000	"TAD 1596"	333000
"1597"	"chr3"	105127000	105918000	"TAD 1597"	791000
"1598"	"chr3"	106093000	106839000	"TAD 1598"	746000
"1599"	"chr3"	106909000	107592000	"TAD 1599"	683000
"1600"	"chr3"	107654000	109483000	"TAD 1600"	1829000
"1601"	"chr3"	109525000	111131000	"TAD 1601"	1606000
"1602"	"chr3"	111175000	115612000	"TAD 1602"	4437000
"1603"	"chr3"	115661000	1.16e+08	"TAD 1603"	339000
"1604"	"chr3"	116024000	116321000	"TAD 1604"	297000
"1605"	"chr3"	116334000	116816000	"TAD 1605"	482000
"1606"	"chr3"	116914000	121096000	"TAD 1606"	4182000
"1607"	"chr3"	121305000	121786000	"TAD 1607"	481000
"1608"	"chr3"	121885000	122214000	"TAD 1608"	329000
"1609"	"chr3"	122310000	122629000	"TAD 1609"	319000
"1610"	"chr3"	122652000	123361000	"TAD 1610"	709000
"1611"	"chr3"	123552000	124278000	"TAD 1611"	726000
"1612"	"chr3"	124290000	126890000	"TAD 1612"	2600000
"1613"	"chr3"	126935000	127555000	"TAD 1613"	620000
"1614"	"chr3"	127566000	127960000	"TAD 1614"	394000
"1615"	"chr3"	128003000	129161000	"TAD 1615"	1158000
"1616"	"chr3"	129296000	129693000	"TAD 1616"	397000
"1617"	"chr3"	129833000	130079000	"TAD 1617"	246000
"1618"	"chr3"	130150000	130631000	"TAD 1618"	481000
"1619"	"chr3"	130764000	131251000	"TAD 1619"	487000
"1620"	"chr3"	131310000	131569000	"TAD 1620"	259000
"1621"	"chr3"	131571000	132662000	"TAD 1621"	1091000
"1622"	"chr3"	132755000	133265000	"TAD 1622"	510000
"1623"	"chr3"	133337000	135123000	"TAD 1623"	1786000
"1624"	"chr3"	135283000	135730000	"TAD 1624"	447000
"1625"	"chr3"	135906000	137702000	"TAD 1625"	1796000
"1626"	"chr3"	137783000	138150000	"TAD 1626"	367000
"1627"	"chr3"	138196000	138428000	"TAD 1627"	232000
"1628"	"chr3"	138516000	139205000	"TAD 1628"	689000
"1629"	"chr3"	139297000	141825000	"TAD 1629"	2528000
"1630"	"chr3"	141876000	142742000	"TAD 1630"	866000
"1631"	"chr3"	142770000	142877000	"TAD 1631"	107000
"1632"	"chr3"	142898000	144412000	"TAD 1632"	1514000
"1633"	"chr3"	144419000	144692000	"TAD 1633"	273000
"1634"	"chr3"	144821000	145898000	"TAD 1634"	1077000
"1635"	"chr3"	145949000	146895000	"TAD 1635"	946000
"1636"	"chr3"	147006000	151602000	"TAD 1636"	4596000
"1637"	"chr3"	151702000	152065000	"TAD 1637"	363000
"1638"	"chr3"	152120000	153866000	"TAD 1638"	1746000
"1639"	"chr3"	153969000	154571000	"TAD 1639"	602000
"1640"	"chr3"	154648000	157520000	"TAD 1640"	2872000
"1641"	"chr3"	157555000	157833000	"TAD 1641"	278000
"1642"	"chr3"	157866000	158064000	"TAD 1642"	198000
"1643"	"chr3"	158195000	160039680	"TAD 1643"	1844680
"1644"	"chr4"	0	3311000	"TAD 1644"	3311000
"1645"	"chr4"	3586000	3810000	"TAD 1645"	224000
"1646"	"chr4"	3834000	4729000	"TAD 1646"	895000
"1647"	"chr4"	4747000	6160000	"TAD 1647"	1413000
"1648"	"chr4"	6210000	6478000	"TAD 1648"	268000
"1649"	"chr4"	6577000	8367000	"TAD 1649"	1790000
"1650"	"chr4"	8407000	9091000	"TAD 1650"	684000
"1651"	"chr4"	9177000	9809000	"TAD 1651"	632000
"1652"	"chr4"	9834000	10811000	"TAD 1652"	977000
"1653"	"chr4"	10914000	11521000	"TAD 1653"	607000
"1654"	"chr4"	11656000	12077000	"TAD 1654"	421000
"1655"	"chr4"	12241000	14415000	"TAD 1655"	2174000
"1656"	"chr4"	14501000	15317000	"TAD 1656"	816000
"1657"	"chr4"	15376000	15912000	"TAD 1657"	536000
"1658"	"chr4"	15961000	19445000	"TAD 1658"	3484000
"1659"	"chr4"	19585000	21360000	"TAD 1659"	1775000
"1660"	"chr4"	21435000	21953000	"TAD 1660"	518000
"1661"	"chr4"	22029000	22453000	"TAD 1661"	424000
"1662"	"chr4"	22545000	24624000	"TAD 1662"	2079000
"1663"	"chr4"	24704000	26517000	"TAD 1663"	1813000
"1664"	"chr4"	26602000	31917000	"TAD 1664"	5315000
"1665"	"chr4"	32056000	32513000	"TAD 1665"	457000
"1666"	"chr4"	32640000	33284000	"TAD 1666"	644000
"1667"	"chr4"	33405000	34481000	"TAD 1667"	1076000
"1668"	"chr4"	34618000	34920000	"TAD 1668"	302000
"1669"	"chr4"	34956000	35222000	"TAD 1669"	266000
"1670"	"chr4"	35335000	37521000	"TAD 1670"	2186000
"1671"	"chr4"	37551000	40002000	"TAD 1671"	2451000
"1672"	"chr4"	40139000	40597000	"TAD 1672"	458000
"1673"	"chr4"	40767000	41382000	"TAD 1673"	615000
"1674"	"chr4"	41479000	44928000	"TAD 1674"	3449000
"1675"	"chr4"	45023000	46495000	"TAD 1675"	1472000
"1676"	"chr4"	46509000	46668000	"TAD 1676"	159000
"1677"	"chr4"	46677000	47381000	"TAD 1677"	704000
"1678"	"chr4"	47436000	48399000	"TAD 1678"	963000
"1679"	"chr4"	48483000	48658000	"TAD 1679"	175000
"1680"	"chr4"	48798000	49303000	"TAD 1680"	505000
"1681"	"chr4"	49519000	49644000	"TAD 1681"	125000
"1682"	"chr4"	49692000	52376000	"TAD 1682"	2684000
"1683"	"chr4"	52446000	52959000	"TAD 1683"	513000
"1684"	"chr4"	53112000	53663000	"TAD 1684"	551000
"1685"	"chr4"	53681000	53928000	"TAD 1685"	247000
"1686"	"chr4"	53934000	55264000	"TAD 1686"	1330000
"1687"	"chr4"	55303000	56645000	"TAD 1687"	1342000
"1688"	"chr4"	56782000	57321000	"TAD 1688"	539000
"1689"	"chr4"	57375000	59899000	"TAD 1689"	2524000
"1690"	"chr4"	59956000	61816000	"TAD 1690"	1860000
"1691"	"chr4"	61829000	62047000	"TAD 1691"	218000
"1692"	"chr4"	62312000	62445000	"TAD 1692"	133000
"1693"	"chr4"	62532000	64452000	"TAD 1693"	1920000
"1694"	"chr4"	64531000	65548000	"TAD 1694"	1017000
"1695"	"chr4"	65656000	68950000	"TAD 1695"	3294000
"1696"	"chr4"	68992000	70387000	"TAD 1696"	1395000
"1697"	"chr4"	70444000	70652000	"TAD 1697"	208000
"1698"	"chr4"	70653000	73589000	"TAD 1698"	2936000
"1699"	"chr4"	73705000	74137000	"TAD 1699"	432000
"1700"	"chr4"	74268000	74391000	"TAD 1700"	123000
"1701"	"chr4"	74564000	77001000	"TAD 1701"	2437000
"1702"	"chr4"	77049000	77515000	"TAD 1702"	466000
"1703"	"chr4"	77665000	80750000	"TAD 1703"	3085000
"1704"	"chr4"	80867000	82588000	"TAD 1704"	1721000
"1705"	"chr4"	82642000	83172000	"TAD 1705"	530000
"1706"	"chr4"	83234000	83516000	"TAD 1706"	282000
"1707"	"chr4"	83739000	85087000	"TAD 1707"	1348000
"1708"	"chr4"	85173000	86501000	"TAD 1708"	1328000
"1709"	"chr4"	86589000	86828000	"TAD 1709"	239000
"1710"	"chr4"	87012000	88563000	"TAD 1710"	1551000
"1711"	"chr4"	88876000	89124000	"TAD 1711"	248000
"1712"	"chr4"	89145000	94486000	"TAD 1712"	5341000
"1713"	"chr4"	94654000	94929000	"TAD 1713"	275000
"1714"	"chr4"	95030000	95893000	"TAD 1714"	863000
"1715"	"chr4"	96057000	98690000	"TAD 1715"	2633000
"1716"	"chr4"	98728000	98918000	"TAD 1716"	190000
"1717"	"chr4"	98944000	99200000	"TAD 1717"	256000
"1718"	"chr4"	99239000	99834000	"TAD 1718"	595000
"1719"	"chr4"	99939000	100545000	"TAD 1719"	606000
"1720"	"chr4"	100583000	103343000	"TAD 1720"	2760000
"1721"	"chr4"	103357000	106216000	"TAD 1721"	2859000
"1722"	"chr4"	106247000	106419000	"TAD 1722"	172000
"1723"	"chr4"	106441000	106547000	"TAD 1723"	106000
"1724"	"chr4"	106597000	107178000	"TAD 1724"	581000
"1725"	"chr4"	107179000	108573000	"TAD 1725"	1394000
"1726"	"chr4"	108677000	109963000	"TAD 1726"	1286000
"1727"	"chr4"	110092000	111694000	"TAD 1727"	1602000
"1728"	"chr4"	111744000	111819000	"TAD 1728"	75000
"1729"	"chr4"	111820000	112770000	"TAD 1729"	950000
"1730"	"chr4"	113122000	113233000	"TAD 1730"	111000
"1731"	"chr4"	113432000	113559000	"TAD 1731"	127000
"1732"	"chr4"	113571000	114147000	"TAD 1732"	576000
"1733"	"chr4"	114351000	115084000	"TAD 1733"	733000
"1734"	"chr4"	115309000	115630000	"TAD 1734"	321000
"1735"	"chr4"	115760000	116010000	"TAD 1735"	250000
"1736"	"chr4"	116142000	116497000	"TAD 1736"	355000
"1737"	"chr4"	116717000	117138000	"TAD 1737"	421000
"1738"	"chr4"	117286000	117786000	"TAD 1738"	5e+05
"1739"	"chr4"	117813000	118575000	"TAD 1739"	762000
"1740"	"chr4"	118643000	118942000	"TAD 1740"	299000
"1741"	"chr4"	118999000	119215000	"TAD 1741"	216000
"1742"	"chr4"	119253000	120913000	"TAD 1742"	1660000
"1743"	"chr4"	120955000	121188000	"TAD 1743"	233000
"1744"	"chr4"	121343000	121688000	"TAD 1744"	345000
"1745"	"chr4"	121968000	122728000	"TAD 1745"	760000
"1746"	"chr4"	122910000	123276000	"TAD 1746"	366000
"1747"	"chr4"	123292000	123836000	"TAD 1747"	544000
"1748"	"chr4"	123940000	124669000	"TAD 1748"	729000
"1749"	"chr4"	124718000	125081000	"TAD 1749"	363000
"1750"	"chr4"	125167000	125965000	"TAD 1750"	798000
"1751"	"chr4"	126170000	126940000	"TAD 1751"	770000
"1752"	"chr4"	127078000	127351000	"TAD 1752"	273000
"1753"	"chr4"	127389000	128532000	"TAD 1753"	1143000
"1754"	"chr4"	128642000	129515000	"TAD 1754"	873000
"1755"	"chr4"	129546000	130696000	"TAD 1755"	1150000
"1756"	"chr4"	130705000	131826000	"TAD 1756"	1121000
"1757"	"chr4"	131901000	132182000	"TAD 1757"	281000
"1758"	"chr4"	132197000	132525000	"TAD 1758"	328000
"1759"	"chr4"	132554000	133517000	"TAD 1759"	963000
"1760"	"chr4"	133606000	133862000	"TAD 1760"	256000
"1761"	"chr4"	133984000	134493000	"TAD 1761"	509000
"1762"	"chr4"	134544000	134897000	"TAD 1762"	353000
"1763"	"chr4"	134956000	135403000	"TAD 1763"	447000
"1764"	"chr4"	135474000	135769000	"TAD 1764"	295000
"1765"	"chr4"	135825000	136045000	"TAD 1765"	220000
"1766"	"chr4"	136054000	136615000	"TAD 1766"	561000
"1767"	"chr4"	136659000	137305000	"TAD 1767"	646000
"1768"	"chr4"	137439000	137644000	"TAD 1768"	205000
"1769"	"chr4"	137682000	138423000	"TAD 1769"	741000
"1770"	"chr4"	138450000	139282000	"TAD 1770"	832000
"1771"	"chr4"	139361000	140524000	"TAD 1771"	1163000
"1772"	"chr4"	140552000	141062000	"TAD 1772"	510000
"1773"	"chr4"	141162000	143363000	"TAD 1773"	2201000
"1774"	"chr4"	143608000	143877000	"TAD 1774"	269000
"1775"	"chr4"	143942000	144176000	"TAD 1775"	234000
"1776"	"chr4"	144381000	144759000	"TAD 1776"	378000
"1777"	"chr4"	144897000	145300000	"TAD 1777"	403000
"1778"	"chr4"	145477000	146436000	"TAD 1778"	959000
"1779"	"chr4"	146447000	146536000	"TAD 1779"	89000
"1780"	"chr4"	146675000	146745000	"TAD 1780"	70000
"1781"	"chr4"	146749000	147281000	"TAD 1781"	532000
"1782"	"chr4"	147424000	147608000	"TAD 1782"	184000
"1783"	"chr4"	147932000	148067000	"TAD 1783"	135000
"1784"	"chr4"	148097000	148587000	"TAD 1784"	490000
"1785"	"chr4"	148711000	149068000	"TAD 1785"	357000
"1786"	"chr4"	149148000	149736000	"TAD 1786"	588000
"1787"	"chr4"	149739000	150106000	"TAD 1787"	367000
"1788"	"chr4"	150290000	150588000	"TAD 1788"	298000
"1789"	"chr4"	150656000	150905000	"TAD 1789"	249000
"1790"	"chr4"	150967000	151845000	"TAD 1790"	878000
"1791"	"chr4"	151984000	152479000	"TAD 1791"	495000
"1792"	"chr4"	152643000	153942000	"TAD 1792"	1299000
"1793"	"chr4"	154028000	154800000	"TAD 1793"	772000
"1794"	"chr4"	154874000	155304000	"TAD 1794"	430000
"1795"	"chr4"	155360000	155784000	"TAD 1795"	424000
"1796"	"chr4"	155862000	156508116	"TAD 1796"	646116
"1797"	"chr5"	0	3262000	"TAD 1797"	3262000
"1798"	"chr5"	3302000	4104000	"TAD 1798"	802000
"1799"	"chr5"	4217000	4927000	"TAD 1799"	710000
"1800"	"chr5"	4966000	5445000	"TAD 1800"	479000
"1801"	"chr5"	5501000	5734000	"TAD 1801"	233000
"1802"	"chr5"	5868000	7993000	"TAD 1802"	2125000
"1803"	"chr5"	8051000	8424000	"TAD 1803"	373000
"1804"	"chr5"	8469000	9138000	"TAD 1804"	669000
"1805"	"chr5"	9181000	10612000	"TAD 1805"	1431000
"1806"	"chr5"	10646000	10795000	"TAD 1806"	149000
"1807"	"chr5"	10837000	12502000	"TAD 1807"	1665000
"1808"	"chr5"	12597000	14222000	"TAD 1808"	1625000
"1809"	"chr5"	14370000	15713000	"TAD 1809"	1343000
"1810"	"chr5"	15779000	16865000	"TAD 1810"	1086000
"1811"	"chr5"	16955000	17782000	"TAD 1811"	827000
"1812"	"chr5"	17787000	18418000	"TAD 1812"	631000
"1813"	"chr5"	18487000	19391000	"TAD 1813"	904000
"1814"	"chr5"	19491000	20781000	"TAD 1814"	1290000
"1815"	"chr5"	20782000	21617000	"TAD 1815"	835000
"1816"	"chr5"	21679000	21735000	"TAD 1816"	56000
"1817"	"chr5"	21938000	23222000	"TAD 1817"	1284000
"1818"	"chr5"	23405000	23683000	"TAD 1818"	278000
"1819"	"chr5"	23872000	25803000	"TAD 1819"	1931000
"1820"	"chr5"	26175000	27028000	"TAD 1820"	853000
"1821"	"chr5"	27093000	27623000	"TAD 1821"	530000
"1822"	"chr5"	27693000	28388000	"TAD 1822"	695000
"1823"	"chr5"	28530000	29288000	"TAD 1823"	758000
"1824"	"chr5"	29406000	30015000	"TAD 1824"	609000
"1825"	"chr5"	30117000	30654000	"TAD 1825"	537000
"1826"	"chr5"	30714000	31292000	"TAD 1826"	578000
"1827"	"chr5"	31562000	32195000	"TAD 1827"	633000
"1828"	"chr5"	32223000	32504000	"TAD 1828"	281000
"1829"	"chr5"	32610000	32687000	"TAD 1829"	77000
"1830"	"chr5"	32805000	33179000	"TAD 1830"	374000
"1831"	"chr5"	33183000	33617000	"TAD 1831"	434000
"1832"	"chr5"	33670000	33929000	"TAD 1832"	259000
"1833"	"chr5"	34003000	34650000	"TAD 1833"	647000
"1834"	"chr5"	34694000	35539000	"TAD 1834"	845000
"1835"	"chr5"	35577000	36748000	"TAD 1835"	1171000
"1836"	"chr5"	36774000	37241000	"TAD 1836"	467000
"1837"	"chr5"	37252000	37732000	"TAD 1837"	480000
"1838"	"chr5"	37782000	38196000	"TAD 1838"	414000
"1839"	"chr5"	38284000	38738000	"TAD 1839"	454000
"1840"	"chr5"	38808000	41772000	"TAD 1840"	2964000
"1841"	"chr5"	41900000	43395000	"TAD 1841"	1495000
"1842"	"chr5"	43416000	43625000	"TAD 1842"	209000
"1843"	"chr5"	43695000	44257000	"TAD 1843"	562000
"1844"	"chr5"	44324000	45347000	"TAD 1844"	1023000
"1845"	"chr5"	45468000	45694000	"TAD 1845"	226000
"1846"	"chr5"	45730000	46333000	"TAD 1846"	603000
"1847"	"chr5"	46445000	48343000	"TAD 1847"	1898000
"1848"	"chr5"	48433000	49349000	"TAD 1848"	916000
