"chr"	"start"	"end"	"TAD"	"Length"
"1395"	"chr3"	186560000	186840000	"TAD 1395"	280000
"1396"	"chr3"	186880000	187440000	"TAD 1396"	560000
"1397"	"chr3"	187440000	188960000	"TAD 1397"	1520000
"1398"	"chr3"	188960000	189680000	"TAD 1398"	720000
"1399"	"chr3"	189680000	190160000	"TAD 1399"	480000
"1400"	"chr3"	190440000	190800000	"TAD 1400"	360000
"1401"	"chr3"	190800000	192160000	"TAD 1401"	1360000
"1402"	"chr3"	192160000	193320000	"TAD 1402"	1160000
"1403"	"chr3"	193440000	194120000	"TAD 1403"	680000
"1404"	"chr3"	194320000	195320000	"TAD 1404"	1000000
"1405"	"chr3"	195400000	195720000	"TAD 1405"	320000
"1406"	"chr3"	195720000	196200000	"TAD 1406"	480000
"1407"	"chr3"	196280000	198022430	"TAD 1407"	1742430
"1408"	"chr4"	0	1720000	"TAD 1408"	1720000
"1409"	"chr4"	1960000	2960000	"TAD 1409"	1000000
"1410"	"chr4"	3040000	4200000	"TAD 1410"	1160000
"1411"	"chr4"	4360000	5840000	"TAD 1411"	1480000
"1412"	"chr4"	6680000	7080000	"TAD 1412"	400000
"1413"	"chr4"	7120000	8440000	"TAD 1413"	1320000
"1414"	"chr4"	8440000	8640000	"TAD 1414"	200000
"1415"	"chr4"	8640000	9480000	"TAD 1415"	840000
"1416"	"chr4"	9480000	9680000	"TAD 1416"	200000
"1417"	"chr4"	9720000	10080000	"TAD 1417"	360000
"1418"	"chr4"	10120000	10400000	"TAD 1418"	280000
"1419"	"chr4"	10560000	12720000	"TAD 1419"	2160000
"1420"	"chr4"	12720000	13600000	"TAD 1420"	880000
"1421"	"chr4"	13600000	15400000	"TAD 1421"	1800000
"1422"	"chr4"	15720000	16280000	"TAD 1422"	560000
"1423"	"chr4"	16280000	17520000	"TAD 1423"	1240000
"1424"	"chr4"	17520000	18600000	"TAD 1424"	1080000
"1425"	"chr4"	18640000	20720000	"TAD 1425"	2080000
"1426"	"chr4"	20720000	21480000	"TAD 1426"	760000
"1427"	"chr4"	21520000	22880000	"TAD 1427"	1360000
"1428"	"chr4"	23120000	24440000	"TAD 1428"	1320000
"1429"	"chr4"	24480000	25360000	"TAD 1429"	880000
"1430"	"chr4"	25400000	25800000	"TAD 1430"	400000
"1431"	"chr4"	25960000	27040000	"TAD 1431"	1080000
"1432"	"chr4"	27040000	30640000	"TAD 1432"	3600000
"1433"	"chr4"	30680000	32800000	"TAD 1433"	2120000
"1434"	"chr4"	33640000	36280000	"TAD 1434"	2640000
"1435"	"chr4"	36360000	37400000	"TAD 1435"	1040000
"1436"	"chr4"	37600000	39440000	"TAD 1436"	1840000
"1437"	"chr4"	39440000	40760000	"TAD 1437"	1320000
"1438"	"chr4"	40920000	41280000	"TAD 1438"	360000
"1439"	"chr4"	41280000	41920000	"TAD 1439"	640000
"1440"	"chr4"	41960000	44680000	"TAD 1440"	2720000
"1441"	"chr4"	44720000	49680000	"TAD 1441"	4960000
"1442"	"chr4"	52680000	53880000	"TAD 1442"	1200000
"1443"	"chr4"	53880000	57240000	"TAD 1443"	3360000
"1444"	"chr4"	57320000	57840000	"TAD 1444"	520000
"1445"	"chr4"	57880000	60000000	"TAD 1445"	2120000
"1446"	"chr4"	60040000	61360000	"TAD 1446"	1320000
"1447"	"chr4"	61640000	63600000	"TAD 1447"	1960000
"1448"	"chr4"	63640000	65440000	"TAD 1448"	1800000
"1449"	"chr4"	65520000	68280000	"TAD 1449"	2760000
"1450"	"chr4"	68600000	70520000	"TAD 1450"	1920000
"1451"	"chr4"	70520000	71440000	"TAD 1451"	920000
"1452"	"chr4"	71440000	72520000	"TAD 1452"	1080000
"1453"	"chr4"	72600000	73920000	"TAD 1453"	1320000
"1454"	"chr4"	74160000	75040000	"TAD 1454"	880000
"1455"	"chr4"	75160000	75600000	"TAD 1455"	440000
"1456"	"chr4"	75760000	76440000	"TAD 1456"	680000
"1457"	"chr4"	77040000	77680000	"TAD 1457"	640000
"1458"	"chr4"	78360000	79800000	"TAD 1458"	1440000
"1459"	"chr4"	79840000	81240000	"TAD 1459"	1400000
"1460"	"chr4"	81240000	82280000	"TAD 1460"	1040000
"1461"	"chr4"	82280000	83240000	"TAD 1461"	960000
"1462"	"chr4"	83280000	83720000	"TAD 1462"	440000
"1463"	"chr4"	83960000	84240000	"TAD 1463"	280000
"1464"	"chr4"	84360000	85920000	"TAD 1464"	1560000
"1465"	"chr4"	85960000	88040000	"TAD 1465"	2080000
"1466"	"chr4"	88240000	89520000	"TAD 1466"	1280000
"1467"	"chr4"	89720000	90040000	"TAD 1467"	320000
"1468"	"chr4"	90080000	90840000	"TAD 1468"	760000
"1469"	"chr4"	91240000	93160000	"TAD 1469"	1920000
"1470"	"chr4"	94720000	95120000	"TAD 1470"	400000
"1471"	"chr4"	95240000	96040000	"TAD 1471"	800000
"1472"	"chr4"	96040000	98960000	"TAD 1472"	2920000
"1473"	"chr4"	99040000	100880000	"TAD 1473"	1840000
"1474"	"chr4"	100920000	104000000	"TAD 1474"	3080000
"1475"	"chr4"	104040000	104920000	"TAD 1475"	880000
"1476"	"chr4"	104960000	106320000	"TAD 1476"	1360000
"1477"	"chr4"	106680000	107080000	"TAD 1477"	400000
"1478"	"chr4"	107280000	108880000	"TAD 1478"	1600000
"1479"	"chr4"	108920000	109560000	"TAD 1479"	640000
"1480"	"chr4"	109560000	110280000	"TAD 1480"	720000
"1481"	"chr4"	110320000	111440000	"TAD 1481"	1120000
"1482"	"chr4"	111520000	113000000	"TAD 1482"	1480000
"1483"	"chr4"	113000000	115280000	"TAD 1483"	2280000
"1484"	"chr4"	115320000	115680000	"TAD 1484"	360000
"1485"	"chr4"	115720000	117000000	"TAD 1485"	1280000
"1486"	"chr4"	117240000	119280000	"TAD 1486"	2040000
"1487"	"chr4"	119640000	120960000	"TAD 1487"	1320000
"1488"	"chr4"	121000000	122720000	"TAD 1488"	1720000
"1489"	"chr4"	122720000	123520000	"TAD 1489"	800000
"1490"	"chr4"	123960000	125240000	"TAD 1490"	1280000
"1491"	"chr4"	125240000	126240000	"TAD 1491"	1000000
"1492"	"chr4"	126240000	128760000	"TAD 1492"	2520000
"1493"	"chr4"	129200000	129800000	"TAD 1493"	600000
"1494"	"chr4"	130240000	133600000	"TAD 1494"	3360000
"1495"	"chr4"	134000000	135840000	"TAD 1495"	1840000
"1496"	"chr4"	136040000	137960000	"TAD 1496"	1920000
"1497"	"chr4"	138000000	139920000	"TAD 1497"	1920000
"1498"	"chr4"	139960000	141280000	"TAD 1498"	1320000
"1499"	"chr4"	141280000	141760000	"TAD 1499"	480000
"1500"	"chr4"	141840000	144440000	"TAD 1500"	2600000
"1501"	"chr4"	144480000	145000000	"TAD 1501"	520000
"1502"	"chr4"	145080000	146040000	"TAD 1502"	960000
"1503"	"chr4"	146040000	148040000	"TAD 1503"	2000000
"1504"	"chr4"	148080000	148840000	"TAD 1504"	760000
"1505"	"chr4"	148840000	150240000	"TAD 1505"	1400000
"1506"	"chr4"	150280000	150840000	"TAD 1506"	560000
"1507"	"chr4"	150880000	151160000	"TAD 1507"	280000
"1508"	"chr4"	151200000	152000000	"TAD 1508"	800000
"1509"	"chr4"	152000000	153320000	"TAD 1509"	1320000
"1510"	"chr4"	153320000	154560000	"TAD 1510"	1240000
"1511"	"chr4"	154680000	155440000	"TAD 1511"	760000
"1512"	"chr4"	155480000	156280000	"TAD 1512"	800000
"1513"	"chr4"	156320000	156720000	"TAD 1513"	400000
"1514"	"chr4"	156880000	159600000	"TAD 1514"	2720000
"1515"	"chr4"	159600000	160240000	"TAD 1515"	640000
"1516"	"chr4"	160400000	161640000	"TAD 1516"	1240000
"1517"	"chr4"	161800000	163200000	"TAD 1517"	1400000
"1518"	"chr4"	163400000	164400000	"TAD 1518"	1000000
"1519"	"chr4"	164440000	166040000	"TAD 1519"	1600000
"1520"	"chr4"	166040000	167040000	"TAD 1520"	1000000
"1521"	"chr4"	167040000	169840000	"TAD 1521"	2800000
"1522"	"chr4"	169920000	171000000	"TAD 1522"	1080000
"1523"	"chr4"	171040000	172680000	"TAD 1523"	1640000
"1524"	"chr4"	172720000	173800000	"TAD 1524"	1080000
"1525"	"chr4"	173920000	174240000	"TAD 1525"	320000
"1526"	"chr4"	174400000	175200000	"TAD 1526"	800000
"1527"	"chr4"	175240000	177280000	"TAD 1527"	2040000
"1528"	"chr4"	177280000	177920000	"TAD 1528"	640000
"1529"	"chr4"	178320000	179080000	"TAD 1529"	760000
"1530"	"chr4"	179480000	182480000	"TAD 1530"	3000000
"1531"	"chr4"	182480000	183840000	"TAD 1531"	1360000
"1532"	"chr4"	183840000	184320000	"TAD 1532"	480000
"1533"	"chr4"	184360000	185080000	"TAD 1533"	720000
"1534"	"chr4"	185160000	185640000	"TAD 1534"	480000
"1535"	"chr4"	185640000	187120000	"TAD 1535"	1480000
"1536"	"chr4"	187200000	191154276	"TAD 1536"	3954276
"1537"	"chr5"	0	1680000	"TAD 1537"	1680000
"1538"	"chr5"	1680000	4800000	"TAD 1538"	3120000
"1539"	"chr5"	4880000	5440000	"TAD 1539"	560000
"1540"	"chr5"	5440000	6760000	"TAD 1540"	1320000
"1541"	"chr5"	6800000	7880000	"TAD 1541"	1080000
"1542"	"chr5"	7880000	10240000	"TAD 1542"	2360000
"1543"	"chr5"	10440000	12040000	"TAD 1543"	1600000
"1544"	"chr5"	12080000	13960000	"TAD 1544"	1880000
"1545"	"chr5"	13960000	14680000	"TAD 1545"	720000
"1546"	"chr5"	14680000	15080000	"TAD 1546"	400000
"1547"	"chr5"	15080000	16480000	"TAD 1547"	1400000
"1548"	"chr5"	16560000	17200000	"TAD 1548"	640000
"1549"	"chr5"	17200000	18360000	"TAD 1549"	1160000
"1550"	"chr5"	18360000	20920000	"TAD 1550"	2560000
"1551"	"chr5"	20960000	21800000	"TAD 1551"	840000
"1552"	"chr5"	21800000	23800000	"TAD 1552"	2000000
"1553"	"chr5"	24160000	26760000	"TAD 1553"	2600000
"1554"	"chr5"	26800000	28320000	"TAD 1554"	1520000
"1555"	"chr5"	28320000	28760000	"TAD 1555"	440000
"1556"	"chr5"	28960000	29760000	"TAD 1556"	800000
"1557"	"chr5"	29920000	31280000	"TAD 1557"	1360000
"1558"	"chr5"	31520000	32120000	"TAD 1558"	600000
"1559"	"chr5"	32360000	33440000	"TAD 1559"	1080000
"1560"	"chr5"	33440000	34040000	"TAD 1560"	600000
"1561"	"chr5"	34160000	34920000	"TAD 1561"	760000
"1562"	"chr5"	35000000	37360000	"TAD 1562"	2360000
"1563"	"chr5"	37400000	38200000	"TAD 1563"	800000
"1564"	"chr5"	38440000	38920000	"TAD 1564"	480000
"1565"	"chr5"	39360000	40800000	"TAD 1565"	1440000
"1566"	"chr5"	40880000	41680000	"TAD 1566"	800000
"1567"	"chr5"	41840000	42920000	"TAD 1567"	1080000
"1568"	"chr5"	43080000	43480000	"TAD 1568"	400000
"1569"	"chr5"	43560000	44800000	"TAD 1569"	1240000
"1570"	"chr5"	44840000	45800000	"TAD 1570"	960000
"1571"	"chr5"	45880000	46280000	"TAD 1571"	400000
"1572"	"chr5"	46280000	52400000	"TAD 1572"	6120000
"1573"	"chr5"	52400000	53800000	"TAD 1573"	1400000
"1574"	"chr5"	53800000	54480000	"TAD 1574"	680000
"1575"	"chr5"	54480000	55000000	"TAD 1575"	520000
"1576"	"chr5"	55160000	55520000	"TAD 1576"	360000
"1577"	"chr5"	55560000	56560000	"TAD 1577"	1000000
"1578"	"chr5"	56600000	57800000	"TAD 1578"	1200000
"1579"	"chr5"	57800000	58160000	"TAD 1579"	360000
"1580"	"chr5"	58480000	59080000	"TAD 1580"	600000
"1581"	"chr5"	59120000	60200000	"TAD 1581"	1080000
"1582"	"chr5"	60280000	61520000	"TAD 1582"	1240000
"1583"	"chr5"	61680000	64840000	"TAD 1583"	3160000
"1584"	"chr5"	65120000	65360000	"TAD 1584"	240000
"1585"	"chr5"	65520000	66080000	"TAD 1585"	560000
"1586"	"chr5"	66480000	68840000	"TAD 1586"	2360000
"1587"	"chr5"	70680000	71600000	"TAD 1587"	920000
"1588"	"chr5"	71640000	72160000	"TAD 1588"	520000
"1589"	"chr5"	72200000	72760000	"TAD 1589"	560000
"1590"	"chr5"	72840000	74640000	"TAD 1590"	1800000
"1591"	"chr5"	75000000	75880000	"TAD 1591"	880000
"1592"	"chr5"	76160000	76400000	"TAD 1592"	240000
"1593"	"chr5"	76400000	76800000	"TAD 1593"	400000
"1594"	"chr5"	76800000	77480000	"TAD 1594"	680000
"1595"	"chr5"	77760000	79640000	"TAD 1595"	1880000
"1596"	"chr5"	80000000	80560000	"TAD 1596"	560000
"1597"	"chr5"	80640000	81600000	"TAD 1597"	960000
"1598"	"chr5"	81600000	82920000	"TAD 1598"	1320000
"1599"	"chr5"	82960000	84400000	"TAD 1599"	1440000
"1600"	"chr5"	84440000	86680000	"TAD 1600"	2240000
"1601"	"chr5"	86680000	88000000	"TAD 1601"	1320000
"1602"	"chr5"	88000000	90120000	"TAD 1602"	2120000
"1603"	"chr5"	90120000	90760000	"TAD 1603"	640000
"1604"	"chr5"	90760000	92160000	"TAD 1604"	1400000
"1605"	"chr5"	92200000	93160000	"TAD 1605"	960000
"1606"	"chr5"	93600000	94280000	"TAD 1606"	680000
"1607"	"chr5"	94280000	94880000	"TAD 1607"	600000
"1608"	"chr5"	94960000	96000000	"TAD 1608"	1040000
"1609"	"chr5"	96080000	96520000	"TAD 1609"	440000
"1610"	"chr5"	96520000	98400000	"TAD 1610"	1880000
"1611"	"chr5"	98400000	99680000	"TAD 1611"	1280000
"1612"	"chr5"	99760000	101600000	"TAD 1612"	1840000
"1613"	"chr5"	101920000	102880000	"TAD 1613"	960000
"1614"	"chr5"	102920000	103480000	"TAD 1614"	560000
"1615"	"chr5"	103640000	107600000	"TAD 1615"	3960000
"1616"	"chr5"	107720000	110040000	"TAD 1616"	2320000
"1617"	"chr5"	110080000	110400000	"TAD 1617"	320000
"1618"	"chr5"	110840000	111520000	"TAD 1618"	680000
"1619"	"chr5"	111520000	112160000	"TAD 1619"	640000
"1620"	"chr5"	112320000	112920000	"TAD 1620"	600000
"1621"	"chr5"	112960000	115440000	"TAD 1621"	2480000
"1622"	"chr5"	115480000	118320000	"TAD 1622"	2840000
"1623"	"chr5"	118320000	118800000	"TAD 1623"	480000
"1624"	"chr5"	118800000	119840000	"TAD 1624"	1040000
"1625"	"chr5"	120160000	121360000	"TAD 1625"	1200000
"1626"	"chr5"	121480000	122960000	"TAD 1626"	1480000
"1627"	"chr5"	122960000	125920000	"TAD 1627"	2960000
"1628"	"chr5"	125960000	126840000	"TAD 1628"	880000
"1629"	"chr5"	126880000	128480000	"TAD 1629"	1600000
"1630"	"chr5"	128560000	130760000	"TAD 1630"	2200000
"1631"	"chr5"	130880000	131400000	"TAD 1631"	520000
"1632"	"chr5"	132400000	133360000	"TAD 1632"	960000
"1633"	"chr5"	133640000	133960000	"TAD 1633"	320000
"1634"	"chr5"	134240000	135560000	"TAD 1634"	1320000
"1635"	"chr5"	135560000	136120000	"TAD 1635"	560000
"1636"	"chr5"	136120000	137760000	"TAD 1636"	1640000
"1637"	"chr5"	137880000	138720000	"TAD 1637"	840000
"1638"	"chr5"	139160000	139560000	"TAD 1638"	400000
"1639"	"chr5"	139760000	140120000	"TAD 1639"	360000
"1640"	"chr5"	140160000	140440000	"TAD 1640"	280000
"1641"	"chr5"	140560000	140960000	"TAD 1641"	400000
"1642"	"chr5"	141000000	141960000	"TAD 1642"	960000
"1643"	"chr5"	142080000	143560000	"TAD 1643"	1480000
"1644"	"chr5"	143560000	145840000	"TAD 1644"	2280000
"1645"	"chr5"	145880000	147000000	"TAD 1645"	1120000
"1646"	"chr5"	147000000	148120000	"TAD 1646"	1120000
"1647"	"chr5"	148120000	148960000	"TAD 1647"	840000
"1648"	"chr5"	149000000	151160000	"TAD 1648"	2160000
"1649"	"chr5"	151160000	151760000	"TAD 1649"	600000
"1650"	"chr5"	151920000	153360000	"TAD 1650"	1440000
"1651"	"chr5"	153400000	154320000	"TAD 1651"	920000
"1652"	"chr5"	154440000	156560000	"TAD 1652"	2120000
"1653"	"chr5"	156760000	158600000	"TAD 1653"	1840000
"1654"	"chr5"	158840000	159840000	"TAD 1654"	1000000
"1655"	"chr5"	159840000	162880000	"TAD 1655"	3040000
"1656"	"chr5"	162960000	163920000	"TAD 1656"	960000
"1657"	"chr5"	163960000	164960000	"TAD 1657"	1000000
"1658"	"chr5"	165040000	167080000	"TAD 1658"	2040000
"1659"	"chr5"	167120000	167520000	"TAD 1659"	400000
"1660"	"chr5"	167680000	169040000	"TAD 1660"	1360000
"1661"	"chr5"	169040000	169640000	"TAD 1661"	600000
"1662"	"chr5"	169640000	170800000	"TAD 1662"	1160000
"1663"	"chr5"	170800000	171480000	"TAD 1663"	680000
"1664"	"chr5"	171880000	172360000	"TAD 1664"	480000
"1665"	"chr5"	172760000	173400000	"TAD 1665"	640000
"1666"	"chr5"	173440000	173760000	"TAD 1666"	320000
"1667"	"chr5"	173800000	174240000	"TAD 1667"	440000
"1668"	"chr5"	174320000	175360000	"TAD 1668"	1040000
"1669"	"chr5"	175560000	175800000	"TAD 1669"	240000
"1670"	"chr5"	176080000	177160000	"TAD 1670"	1080000
"1671"	"chr5"	177360000	178560000	"TAD 1671"	1200000
"1672"	"chr5"	178560000	179160000	"TAD 1672"	600000
"1673"	"chr5"	179280000	180720000	"TAD 1673"	1440000
"1674"	"chr6"	200000	1520000	"TAD 1674"	1320000
"1675"	"chr6"	1520000	2760000	"TAD 1675"	1240000
"1676"	"chr6"	3240000	4000000	"TAD 1676"	760000
"1677"	"chr6"	4200000	5040000	"TAD 1677"	840000
"1678"	"chr6"	5080000	6600000	"TAD 1678"	1520000
"1679"	"chr6"	6640000	8080000	"TAD 1679"	1440000
"1680"	"chr6"	8080000	10480000	"TAD 1680"	2400000
"1681"	"chr6"	10480000	10880000	"TAD 1681"	400000
"1682"	"chr6"	10880000	11560000	"TAD 1682"	680000
"1683"	"chr6"	11560000	13280000	"TAD 1683"	1720000
"1684"	"chr6"	13320000	13600000	"TAD 1684"	280000
"1685"	"chr6"	13760000	15680000	"TAD 1685"	1920000
"1686"	"chr6"	15680000	16240000	"TAD 1686"	560000
"1687"	"chr6"	16280000	17000000	"TAD 1687"	720000
"1688"	"chr6"	17120000	18160000	"TAD 1688"	1040000
"1689"	"chr6"	18520000	20080000	"TAD 1689"	1560000
"1690"	"chr6"	20240000	21440000	"TAD 1690"	1200000
"1691"	"chr6"	21600000	24400000	"TAD 1691"	2800000
"1692"	"chr6"	24520000	25080000	"TAD 1692"	560000
"1693"	"chr6"	25200000	26040000	"TAD 1693"	840000
"1694"	"chr6"	26160000	27080000	"TAD 1694"	920000
"1695"	"chr6"	27080000	29000000	"TAD 1695"	1920000
"1696"	"chr6"	29000000	29560000	"TAD 1696"	560000
"1697"	"chr6"	29600000	30040000	"TAD 1697"	440000
"1698"	"chr6"	30520000	31440000	"TAD 1698"	920000
"1699"	"chr6"	31600000	33240000	"TAD 1699"	1640000
"1700"	"chr6"	33280000	34120000	"TAD 1700"	840000
"1701"	"chr6"	34120000	35240000	"TAD 1701"	1120000
"1702"	"chr6"	35240000	35440000	"TAD 1702"	200000
"1703"	"chr6"	35520000	36120000	"TAD 1703"	600000
"1704"	"chr6"	36720000	37200000	"TAD 1704"	480000
"1705"	"chr6"	37440000	38720000	"TAD 1705"	1280000
"1706"	"chr6"	38920000	41040000	"TAD 1706"	2120000
"1707"	"chr6"	41320000	41720000	"TAD 1707"	400000
"1708"	"chr6"	41760000	42040000	"TAD 1708"	280000
"1709"	"chr6"	42200000	42840000	"TAD 1709"	640000
"1710"	"chr6"	43600000	44400000	"TAD 1710"	800000
"1711"	"chr6"	44400000	45920000	"TAD 1711"	1520000
"1712"	"chr6"	46040000	47040000	"TAD 1712"	1000000
"1713"	"chr6"	47040000	47320000	"TAD 1713"	280000
"1714"	"chr6"	47360000	50040000	"TAD 1714"	2680000
"1715"	"chr6"	50040000	50600000	"TAD 1715"	560000
"1716"	"chr6"	50600000	52120000	"TAD 1716"	1520000
"1717"	"chr6"	52120000	52920000	"TAD 1717"	800000
"1718"	"chr6"	52920000	53600000	"TAD 1718"	680000
"1719"	"chr6"	53800000	55120000	"TAD 1719"	1320000
"1720"	"chr6"	55160000	56200000	"TAD 1720"	1040000
"1721"	"chr6"	56520000	57200000	"TAD 1721"	680000
"1722"	"chr6"	57480000	58080000	"TAD 1722"	600000
"1723"	"chr6"	58120000	58640000	"TAD 1723"	520000
"1724"	"chr6"	58640000	64520000	"TAD 1724"	5880000
"1725"	"chr6"	64600000	67200000	"TAD 1725"	2600000
"1726"	"chr6"	67760000	69200000	"TAD 1726"	1440000
"1727"	"chr6"	69320000	70920000	"TAD 1727"	1600000
"1728"	"chr6"	70920000	72080000	"TAD 1728"	1160000
"1729"	"chr6"	72240000	72960000	"TAD 1729"	720000
"1730"	"chr6"	73120000	74360000	"TAD 1730"	1240000
"1731"	"chr6"	74360000	76320000	"TAD 1731"	1960000
"1732"	"chr6"	76520000	78200000	"TAD 1732"	1680000
"1733"	"chr6"	78320000	79560000	"TAD 1733"	1240000
"1734"	"chr6"	79600000	80600000	"TAD 1734"	1000000
"1735"	"chr6"	80840000	82840000	"TAD 1735"	2000000
"1736"	"chr6"	82920000	84240000	"TAD 1736"	1320000
"1737"	"chr6"	84320000	84960000	"TAD 1737"	640000
"1738"	"chr6"	84960000	86280000	"TAD 1738"	1320000
"1739"	"chr6"	86400000	87760000	"TAD 1739"	1360000
"1740"	"chr6"	87760000	89640000	"TAD 1740"	1880000
"1741"	"chr6"	89680000	90320000	"TAD 1741"	640000
"1742"	"chr6"	90600000	91200000	"TAD 1742"	600000
"1743"	"chr6"	91200000	95680000	"TAD 1743"	4480000
"1744"	"chr6"	95800000	97000000	"TAD 1744"	1200000
"1745"	"chr6"	97560000	99720000	"TAD 1745"	2160000
"1746"	"chr6"	100280000	101680000	"TAD 1746"	1400000
"1747"	"chr6"	101680000	103160000	"TAD 1747"	1480000
"1748"	"chr6"	103280000	104320000	"TAD 1748"	1040000
"1749"	"chr6"	104400000	105080000	"TAD 1749"	680000
"1750"	"chr6"	105880000	106760000	"TAD 1750"	880000
"1751"	"chr6"	106760000	107320000	"TAD 1751"	560000
"1752"	"chr6"	107440000	108080000	"TAD 1752"	640000
"1753"	"chr6"	108280000	108840000	"TAD 1753"	560000
"1754"	"chr6"	108840000	109440000	"TAD 1754"	600000
"1755"	"chr6"	109440000	110760000	"TAD 1755"	1320000
"1756"	"chr6"	110800000	111320000	"TAD 1756"	520000
"1757"	"chr6"	111600000	112000000	"TAD 1757"	400000
"1758"	"chr6"	112000000	112400000	"TAD 1758"	400000
"1759"	"chr6"	112480000	114280000	"TAD 1759"	1800000
"1760"	"chr6"	114280000	116520000	"TAD 1760"	2240000
"1761"	"chr6"	116520000	116880000	"TAD 1761"	360000
"1762"	"chr6"	117040000	119120000	"TAD 1762"	2080000
"1763"	"chr6"	119240000	120720000	"TAD 1763"	1480000
"1764"	"chr6"	120720000	121360000	"TAD 1764"	640000
"1765"	"chr6"	121640000	122760000	"TAD 1765"	1120000
"1766"	"chr6"	122880000	123680000	"TAD 1766"	800000
"1767"	"chr6"	123720000	125440000	"TAD 1767"	1720000
"1768"	"chr6"	125600000	126320000	"TAD 1768"	720000
"1769"	"chr6"	126320000	127520000	"TAD 1769"	1200000
"1770"	"chr6"	128040000	129800000	"TAD 1770"	1760000
"1771"	"chr6"	129880000	130360000	"TAD 1771"	480000
"1772"	"chr6"	130400000	131160000	"TAD 1772"	760000
"1773"	"chr6"	131160000	131960000	"TAD 1773"	800000
"1774"	"chr6"	132240000	132600000	"TAD 1774"	360000
"1775"	"chr6"	132600000	133120000	"TAD 1775"	520000
"1776"	"chr6"	133120000	133880000	"TAD 1776"	760000
"1777"	"chr6"	133880000	134440000	"TAD 1777"	560000
"1778"	"chr6"	134440000	135320000	"TAD 1778"	880000
"1779"	"chr6"	135400000	135760000	"TAD 1779"	360000
"1780"	"chr6"	135760000	136560000	"TAD 1780"	800000
"1781"	"chr6"	137360000	138000000	"TAD 1781"	640000
"1782"	"chr6"	138000000	138320000	"TAD 1782"	320000
"1783"	"chr6"	138320000	139120000	"TAD 1783"	800000
"1784"	"chr6"	139120000	141960000	"TAD 1784"	2840000
"1785"	"chr6"	141960000	142480000	"TAD 1785"	520000
"1786"	"chr6"	142800000	143800000	"TAD 1786"	1000000
"1787"	"chr6"	143800000	144840000	"TAD 1787"	1040000
"1788"	"chr6"	144840000	146040000	"TAD 1788"	1200000
"1789"	"chr6"	146240000	147120000	"TAD 1789"	880000
"1790"	"chr6"	147120000	147680000	"TAD 1790"	560000
"1791"	"chr6"	147720000	148480000	"TAD 1791"	760000
"1792"	"chr6"	148480000	148840000	"TAD 1792"	360000
"1793"	"chr6"	148880000	149320000	"TAD 1793"	440000
"1794"	"chr6"	149400000	149840000	"TAD 1794"	440000
"1795"	"chr6"	150360000	150680000	"TAD 1795"	320000
"1796"	"chr6"	150720000	151720000	"TAD 1796"	1000000
"1797"	"chr6"	151800000	153280000	"TAD 1797"	1480000
"1798"	"chr6"	153360000	154960000	"TAD 1798"	1600000
"1799"	"chr6"	155160000	155600000	"TAD 1799"	440000
"1800"	"chr6"	155600000	157520000	"TAD 1800"	1920000
"1801"	"chr6"	157720000	158520000	"TAD 1801"	800000
"1802"	"chr6"	158520000	159040000	"TAD 1802"	520000
"1803"	"chr6"	159120000	159440000	"TAD 1803"	320000
"1804"	"chr6"	159560000	160120000	"TAD 1804"	560000
"1805"	"chr6"	160240000	161120000	"TAD 1805"	880000
"1806"	"chr6"	161120000	161800000	"TAD 1806"	680000
"1807"	"chr6"	161840000	165720000	"TAD 1807"	3880000
"1808"	"chr6"	165760000	166280000	"TAD 1808"	520000
"1809"	"chr6"	166320000	166560000	"TAD 1809"	240000
"1810"	"chr6"	166840000	167560000	"TAD 1810"	720000
"1811"	"chr6"	167560000	168360000	"TAD 1811"	800000
"1812"	"chr6"	168600000	169280000	"TAD 1812"	680000
"1813"	"chr6"	169280000	170760000	"TAD 1813"	1480000
"1814"	"chr6"	170760000	170920000	"TAD 1814"	160000
"1815"	"chr7"	40000	840000	"TAD 1815"	800000
"1816"	"chr7"	920000	1480000	"TAD 1816"	560000
"1817"	"chr7"	1600000	2720000	"TAD 1817"	1120000
"1818"	"chr7"	2720000	5840000	"TAD 1818"	3120000
"1819"	"chr7"	5840000	6480000	"TAD 1819"	640000
"1820"	"chr7"	6960000	8400000	"TAD 1820"	1440000
"1821"	"chr7"	8440000	11400000	"TAD 1821"	2960000
"1822"	"chr7"	11400000	12400000	"TAD 1822"	1000000
"1823"	"chr7"	12680000	13280000	"TAD 1823"	600000
"1824"	"chr7"	13320000	14720000	"TAD 1824"	1400000
"1825"	"chr7"	14760000	16160000	"TAD 1825"	1400000
"1826"	"chr7"	16160000	16680000	"TAD 1826"	520000
"1827"	"chr7"	17000000	17680000	"TAD 1827"	680000
"1828"	"chr7"	17720000	19720000	"TAD 1828"	2000000
"1829"	"chr7"	19720000	20680000	"TAD 1829"	960000
"1830"	"chr7"	20760000	22120000	"TAD 1830"	1360000
"1831"	"chr7"	22120000	22560000	"TAD 1831"	440000
"1832"	"chr7"	22560000	23280000	"TAD 1832"	720000
"1833"	"chr7"	23320000	24840000	"TAD 1833"	1520000
"1834"	"chr7"	24840000	25200000	"TAD 1834"	360000
"1835"	"chr7"	25240000	25880000	"TAD 1835"	640000
"1836"	"chr7"	25880000	27240000	"TAD 1836"	1360000
"1837"	"chr7"	27240000	28160000	"TAD 1837"	920000
