,GeneID,Chromosome,Start,End,Strand,RT_ESC_RANK_median,probe_dist,FamilyAge,GeneAge,BirthType,GeneAge_GROUPED
ENSG00000189430,ENSG00000189430,19,55417508,55427508,1,0.26232803297807,438,Theria,Theria,Duplicate,Middle
ENSG00000189433,ENSG00000189433,1,35225342,35229325,1,0.283985966464031,644.5,Euteleostomi,Tetrapoda,Duplicate,Middle
ENSG00000196071,ENSG00000196071,1,248100493,248264224,1,0.796495686917438,377.5,Mammalia,Theria,Duplicate,Middle
ENSG00000196072,ENSG00000196072,10,102033713,102046469,-1,0.160591836253209,659,Bilateria,Bilateria,Singleton,Old
ENSG00000196074,ENSG00000196074,20,58438618,58508710,-1,0.75957600550313,508,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196081,ENSG00000196081,19,23404401,23433192,-1,0.387393317879297,572.5,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000196083,ENSG00000196083,3,190231840,190375843,1,0.834039420283955,93.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196090,ENSG00000196090,20,40701392,41818610,-1,0.987056010628775,327,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196091,ENSG00000196091,12,101962131,102079796,1,0.589077633635707,44.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196092,ENSG00000196092,9,36833272,37034103,-1,0.149449108771468,12.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196098,ENSG00000196098,3,98072698,98073663,1,0.485961606695536,186.5,Theria,Eutheria,Duplicate,Middle
ENSG00000196099,ENSG00000196099,11,123676043,123677095,-1,0.462918407404614,575,Tetrapoda,Theria,Duplicate,Middle
ENSG00000196104,ENSG00000196104,4,167654535,168155947,-1,0.677559665426736,330,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196109,ENSG00000196109,19,22361893,22379753,-1,0.771765373119691,2965,Euteleostomi,Hominidae,Duplicate,Recent
ENSG00000196110,ENSG00000196110,19,9404951,9420514,-1,0.57304958321749,534.5,Bilateria,Eutheria,Duplicate,Middle
ENSG00000196116,ENSG00000196116,9,100174232,100258407,1,0.129311521275823,812.5,Bilateria,Bilateria,Singleton,Old
ENSG00000196118,ENSG00000196118,16,30768744,30774031,-1,0.0291323318587079,200.5,Chordata,Chordata,Singleton,Old
ENSG00000196119,ENSG00000196119,11,124439893,124441037,1,0.572891257212564,133,Mammalia,Theria,Duplicate,Middle
ENSG00000196123,ENSG00000196123,16,67209505,67217943,-1,0.0847253454375048,84,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196131,ENSG00000196131,19,53761545,53765090,1,0.208883580772168,474.5,Eutheria,Eutheria,Duplicate,Middle
ENSG00000196132,ENSG00000196132,20,62783144,62873604,1,0.156454080369934,191,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196136,ENSG00000196136,14,95078714,95090392,1,0.805770653274608,409,Mammalia,Theria,Duplicate,Middle
ENSG00000196139,ENSG00000196139,10,5077546,5149878,1,0.77724837961603,194,Fungi-Metazoa_group,Simiiformes,Duplicate,Recent
ENSG00000196141,ENSG00000196141,2,201170604,201346986,1,0.164418491367127,170,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196150,ENSG00000196150,8,146076632,146127553,-1,0.268968704419111,179.5,Amniota,Theria,Duplicate,Middle
ENSG00000196151,ENSG00000196151,2,160092304,160143310,-1,0.282429074807129,317,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000196152,ENSG00000196152,9,130186661,130207651,1,0.0590649675553123,480,Theria,Theria,Duplicate,Middle
ENSG00000196154,ENSG00000196154,1,153516089,153522612,-1,0.0718936530354415,468.5,Euteleostomi,Amniota,Duplicate,Middle
ENSG00000196155,ENSG00000196155,16,67311413,67323402,1,0.00974763135507169,293.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196159,ENSG00000196159,4,126237554,126414087,1,0.42968012364463,170.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000196166,ENSG00000196166,8,38368352,38386180,-1,0.0710451227957528,193,Eutheria,Eutheria,Singleton,Middle
ENSG00000196169,ENSG00000196169,17,72322349,72351959,1,0.38088194408143,443,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000196171,ENSG00000196171,1,158669369,158670486,-1,0.82597925038824,557.5,Tetrapoda,Theria,Duplicate,Middle
ENSG00000196172,ENSG00000196172,19,23921997,23941693,-1,0.439515649640858,177,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000196176,ENSG00000196176,6,26021907,26022278,1,0.708894567602313,412.5,Fungi-Metazoa_group,HomoSapiens,Duplicate,Recent
ENSG00000196177,ENSG00000196177,10,124768495,124817827,1,0.426126173219983,57,Bilateria,Bilateria,Duplicate,Old
ENSG00000196182,ENSG00000196182,1,36805225,36851497,-1,0.0839775470826152,52,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000196184,ENSG00000196184,1,159409512,159410600,1,0.901100718469302,361,Theria,Theria,Duplicate,Middle
ENSG00000196187,ENSG00000196187,1,226033237,226070069,-1,0.0838940471735163,488,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196188,ENSG00000196188,1,206317459,206332104,1,0.301016247093116,300.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196189,ENSG00000196189,1,156117157,156147543,1,0.0870122252193781,47,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196196,ENSG00000196196,9,35906189,35907138,1,0.123881251564178,265.5,Eutheria,Eutheria,Singleton,Middle
ENSG00000196199,ENSG00000196199,13,20207788,20247599,1,0.249066350739402,1034.5,Chordata,Chordata,Singleton,Old
ENSG00000196208,ENSG00000196208,2,11674242,11782914,1,0.233559191720879,228,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196209,ENSG00000196209,20,1451386,1472233,-1,0.354028974699759,248.5,Euteleostomi,Amniota,Duplicate,Middle
ENSG00000196214,ENSG00000196214,19,52772824,52795977,1,0.256797378334156,384.5,Amniota,Simiiformes,Duplicate,Recent
ENSG00000196218,ENSG00000196218,19,38924339,39078204,1,0.059660106796615,264.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196220,ENSG00000196220,3,9022275,9404737,-1,0.236855819018458,565,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196226,ENSG00000196226,6,26043455,26043885,-1,0.741546038981736,316,Euteleostomi,Theria,Duplicate,Middle
ENSG00000196227,ENSG00000196227,20,58508819,58523735,1,0.71633230465763,194,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000196228,ENSG00000196228,2,108863651,108881807,1,0.444929843885239,157,Bilateria,Amniota,Duplicate,Middle
ENSG00000196233,ENSG00000196233,10,98592017,98740800,1,0.344925634194531,345.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196235,ENSG00000196235,19,39926796,39967310,1,0.218667757793826,466,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196236,ENSG00000196236,22,41253081,41363838,1,0.0358549997478812,149.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196240,ENSG00000196240,1,248616077,248617130,1,0.861086567432074,26.5,Theria,HomoSapiens,Duplicate,Recent
ENSG00000196242,ENSG00000196242,1,247693434,247697141,-1,0.482060935041697,21.5,Amniota,Theria,Duplicate,Middle
ENSG00000196247,ENSG00000196247,7,64126511,64171404,1,0.727483127698423,407.5,Mammalia,Simiiformes,Duplicate,Recent
ENSG00000196248,ENSG00000196248,11,123847368,123848488,-1,0.649591128007442,17,Amniota,Theria,Duplicate,Middle
ENSG00000196260,ENSG00000196260,6,30899130,30899952,-1,0.10459693599281,652,Eutheria,Eutheria,Singleton,Middle
ENSG00000196262,ENSG00000196262,7,44836279,44864163,1,0.138339688732693,736,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196263,ENSG00000196263,19,57019212,57041590,1,0.750012027687738,252,Theria,Eutheria,Duplicate,Middle
ENSG00000196267,ENSG00000196267,19,52657117,52674896,-1,0.240065939485002,453.5,Mammalia,Simiiformes,Duplicate,Recent
ENSG00000196268,ENSG00000196268,19,21579921,21610375,1,0.393209167503593,1146,Theria,Eutheria,Duplicate,Middle
ENSG00000196275,ENSG00000196275,7,74210483,74267847,-1,0.0771516029900832,398,Chordata,HomoSapiens,Duplicate,Recent
ENSG00000196277,ENSG00000196277,3,6811688,7783215,1,0.858289320477277,71.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196284,ENSG00000196284,6,44777054,45345690,-1,0.717079756059988,14,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196290,ENSG00000196290,2,201754050,201768655,1,0.142835268326149,443.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196296,ENSG00000196296,16,28889726,28915830,1,0.224757699917518,1141,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196305,ENSG00000196305,9,94972489,95056038,-1,0.179374574115769,221.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196312,ENSG00000196312,9,99660348,99775862,-1,0.2221141529339,404,Bilateria,Hominoidea,Duplicate,Recent
ENSG00000196313,ENSG00000196313,7,72349936,72421979,1,0.128689088435425,182.5,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000196323,ENSG00000196323,11,130096572,130184581,-1,0.135354162204471,368.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196329,ENSG00000196329,7,150419341,150447121,1,0.494343979841595,458,Euteleostomi,Theria,Duplicate,Middle
ENSG00000196335,ENSG00000196335,7,23749786,23872132,1,0.319880056197058,273,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000196337,ENSG00000196337,19,49557531,49562117,-1,0.0634958983271799,252,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000196338,ENSG00000196338,X,70364681,70391051,1,0.0889171102647526,208,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196341,ENSG00000196341,11,124179708,124180733,-1,0.900992700581354,335.5,Mammalia,Theria,Duplicate,Middle
ENSG00000196344,ENSG00000196344,4,100333418,100356894,-1,0.786819874736258,3613,Fungi-Metazoa_group,Mammalia,Duplicate,Middle
ENSG00000196350,ENSG00000196350,19,22469210,22499978,1,0.865925976983632,536,Euteleostomi,Catarrhini,Duplicate,Recent
ENSG00000196352,ENSG00000196352,1,207494853,207534311,1,0.553355979310527,1262,Bilateria,Bilateria,Duplicate,Old
ENSG00000196353,ENSG00000196353,3,131252399,132004254,-1,0.543702603393011,404.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196357,ENSG00000196357,19,36673188,36737159,-1,0.125250788854404,671.5,Eutheria,Eutheria,Duplicate,Middle
ENSG00000196358,ENSG00000196358,9,135037334,135119921,1,0.175302854864205,212.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196361,ENSG00000196361,19,11562141,11591861,-1,0.0876293381209698,751,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196363,ENSG00000196363,9,137000487,137025093,1,0.376672253373419,309,Bilateria,Sarcopterygii,Duplicate,Old
ENSG00000196365,ENSG00000196365,19,5691845,5720583,-1,0.269162997836404,351,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000196367,ENSG00000196367,7,98475556,98610866,1,0.38566503167214,64,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196368,ENSG00000196368,X,51232863,51239448,-1,0.522221731348641,321.5,Bilateria,Catarrhini,Duplicate,Recent
ENSG00000196371,ENSG00000196371,11,94277017,94283063,1,0.255352321043041,123,Euteleostomi,Sarcopterygii,Duplicate,Old
ENSG00000196372,ENSG00000196372,10,5680830,5708558,-1,0.245378245336148,337,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196374,ENSG00000196374,6,27782822,27783267,1,0.56178472844488,134.5,Mammalia,Eutheria,Duplicate,Middle
ENSG00000196376,ENSG00000196376,6,118228689,118638839,1,0.868399054623744,211,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196378,ENSG00000196378,8,145998499,146012730,-1,0.233914702414188,187.5,Theria,Eutheria,Duplicate,Middle
ENSG00000196381,ENSG00000196381,19,38158652,38183223,-1,0.362997350670475,1103.5,Amniota,Amniota,Singleton,Middle
ENSG00000196387,ENSG00000196387,12,133656424,133684130,1,0.329307566016971,3171,Eutheria,Eutheria,Duplicate,Middle
ENSG00000196388,ENSG00000196388,17,4891425,4900905,-1,0.0776316696419774,1202,Eutheria,Eutheria,Singleton,Middle
ENSG00000196391,ENSG00000196391,15,90895477,90909324,1,0.0220953249765576,480.5,Bilateria,Amniota,Duplicate,Middle
ENSG00000196396,ENSG00000196396,20,49126891,49201299,1,0.0579628150155504,634,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196405,ENSG00000196405,14,100437786,100610573,1,0.0681325719498594,737.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196406,ENSG00000196406,X,140785568,140786896,-1,0.786034836809721,1092,HomoPanGorilla,HomoSapiens,Duplicate,Recent
ENSG00000196407,ENSG00000196407,1,151819739,151826173,-1,0.141976792113908,59,Euteleostomi,Mammalia,Duplicate,Middle
ENSG00000196408,ENSG00000196408,16,2028918,2034193,-1,0.161217276015542,448.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196409,ENSG00000196409,9,40760700,40836415,-1,0.422458422365207,263.5,Mammalia,Eutheria,Duplicate,Middle
ENSG00000196411,ENSG00000196411,7,100400187,100425121,-1,0.110178939611293,1394,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196415,ENSG00000196415,19,840963,848175,1,0.177838152658189,192,Euteleostomi,Mammalia,Duplicate,Middle
ENSG00000196418,ENSG00000196418,1,247285277,247335318,-1,0.22069604228935,50.5,Bilateria,Simiiformes,Duplicate,Recent
ENSG00000196419,ENSG00000196419,22,42017123,42060044,1,0.0517017096432911,177.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196420,ENSG00000196420,1,153509623,153514241,-1,0.0753554297377177,607,Euteleostomi,Amniota,Duplicate,Middle
ENSG00000196422,ENSG00000196422,9,138370925,138380739,1,0.527511253983594,201,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000196427,ENSG00000196427,1,108765963,108786689,-1,0.600632425073288,76,Eutheria,HomoSapiens,Duplicate,Recent
ENSG00000196428,ENSG00000196428,3,150126122,150184218,1,0.126221099432432,556,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196431,ENSG00000196431,22,27017928,27026636,1,0.0671200488139081,625,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196433,ENSG00000196433,X,1733894,1761974,1,0.335519866733219,170,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196437,ENSG00000196437,19,37902057,37960177,-1,0.503695275755559,505,Mammalia,Eutheria,Duplicate,Middle
ENSG00000196440,ENSG00000196440,X,100673275,100788446,1,0.345579986667771,341.5,Eutheria,Eutheria,Singleton,Middle
ENSG00000196449,ENSG00000196449,1,38268616,38273857,-1,0.121037975573617,541.5,Bilateria,Bilateria,Singleton,Old
ENSG00000196453,ENSG00000196453,7,149128454,149158214,-1,0.216373013754586,1131,Amniota,Amniota,Duplicate,Middle
ENSG00000196455,ENSG00000196455,3,130397779,130465673,-1,0.610466216306861,92,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196456,ENSG00000196456,7,150065879,150109558,1,0.261149203928983,273.5,Mammalia,Mammalia,Singleton,Middle
ENSG00000196458,ENSG00000196458,12,133498019,133532892,-1,0.239372728328305,1331.5,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000196459,ENSG00000196459,X,13730363,13752754,-1,0.132991878072554,304.5,Fungi-Metazoa_group,Catarrhini,Duplicate,Recent
ENSG00000196460,ENSG00000196460,2,102013823,102091165,-1,0.282037018447234,250,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196465,ENSG00000196465,12,56546040,56553431,1,0.0251498950584245,408.5,Fungi-Metazoa_group,Tetrapoda,Duplicate,Middle
ENSG00000196466,ENSG00000196466,19,12500830,12512085,-1,0.24091574188397,111.5,Eutheria,HomoSapiens,Duplicate,Recent
ENSG00000196468,ENSG00000196468,X,76709648,76712769,1,0.274159692535293,157.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196470,ENSG00000196470,16,48390275,48482313,-1,0.384891211877434,258,Bilateria,Bilateria,Duplicate,Old
ENSG00000196475,ENSG00000196475,4,80327508,80329372,-1,0.536700870018166,669,Fungi-Metazoa_group,Eutheria,Duplicate,Middle
ENSG00000196476,ENSG00000196476,20,251504,271390,-1,0.112424878994522,402,Chordata,Chordata,Singleton,Old
ENSG00000196482,ENSG00000196482,1,216676588,217311097,-1,0.597065290452468,402.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196497,ENSG00000196497,14,24649425,24658170,-1,0.0927492009683211,147.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196498,ENSG00000196498,12,124808961,125052135,-1,0.408542850256675,136,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000196502,ENSG00000196502,16,28616903,28634946,-1,0.278504116476128,377.5,Euteleostomi,Hominoidea,Duplicate,Recent
ENSG00000196503,ENSG00000196503,4,57371509,57390614,1,0.345053659678426,395.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196504,ENSG00000196504,2,153508107,153574511,-1,0.590833329092803,210,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196505,ENSG00000196505,1,118406107,118472253,-1,0.709581764915143,349,Bilateria,Bilateria,Duplicate,Old
ENSG00000196507,ENSG00000196507,X,102862379,102884618,1,0.0862505487632529,692.5,Eutheria,Simiiformes,Duplicate,Recent
ENSG00000196510,ENSG00000196510,12,110810705,110841535,-1,0.0573086938439981,324,Bilateria,Bilateria,Singleton,Old
ENSG00000196511,ENSG00000196511,7,144149034,144533488,-1,0.565795846654383,1,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196517,ENSG00000196517,1,44457172,44497139,-1,0.0839246946470776,574.5,Bilateria,Chordata,Duplicate,Old
ENSG00000196526,ENSG00000196526,4,7760441,7941653,-1,0.251762403206026,35,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196532,ENSG00000196532,6,26045639,26046097,1,0.74551957066706,283,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000196533,ENSG00000196533,1,206238872,206288647,-1,0.293361317753469,418.5,Theria,Theria,Singleton,Middle
ENSG00000196535,ENSG00000196535,17,27400528,27507430,-1,0.0236106979805975,109,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196539,ENSG00000196539,1,248636627,248637634,1,0.868976036682597,465.5,Theria,HomoSapiens,Duplicate,Recent
ENSG00000196542,ENSG00000196542,3,161062580,161090668,-1,0.605530932205939,458,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196544,ENSG00000196544,17,8091652,8093564,-1,0.0310447342089182,489,Bilateria,Bilateria,Singleton,Old
ENSG00000196547,ENSG00000196547,15,91445448,91465814,1,0.0973070007156472,614,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196549,ENSG00000196549,3,154741913,154901497,1,0.467525127458795,443,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196550,ENSG00000196550,1,206136916,206155151,1,0.391290057404453,290.5,Chordata,HomoSapiens,Duplicate,Recent
ENSG00000196557,ENSG00000196557,16,1203241,1271771,1,0.271944400625625,498,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196562,ENSG00000196562,20,46285092,46415360,-1,0.280660079503016,400,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196565,ENSG00000196565,11,5274420,5667019,-1,0.703052927839887,90.5,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000196569,ENSG00000196569,6,129204342,129837714,1,0.478080811258285,301,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196570,ENSG00000196570,5,176827108,176827637,-1,0.104516327354801,478.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196576,ENSG00000196576,22,50713408,50746056,-1,0.271434149103544,626,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196581,ENSG00000196581,1,4714792,4852594,1,0.76024504563351,424,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000196584,ENSG00000196584,7,152341864,152373250,-1,0.187665930047894,225,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000196586,ENSG00000196586,6,76458909,76629254,1,0.260095740394388,405.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000196588,ENSG00000196588,22,40806285,41032706,-1,0.0143751685611046,268.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196591,ENSG00000196591,6,114254192,114332472,-1,0.26516205690114,337,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196604,ENSG00000196604,2,130831108,130886795,-1,0.605418056982558,464.5,Chordata,HomoSapiens,Duplicate,Recent
ENSG00000196605,ENSG00000196605,19,9862669,9903856,-1,0.247731277400576,169.5,Theria,Eutheria,Duplicate,Middle
ENSG00000196611,ENSG00000196611,11,102660651,102668891,-1,0.737202771549337,99,Euteleostomi,Mammalia,Duplicate,Middle
ENSG00000196616,ENSG00000196616,4,100226121,100242558,-1,0.703735614769815,268.5,Fungi-Metazoa_group,Catarrhini,Duplicate,Recent
ENSG00000196620,ENSG00000196620,4,69512348,69536346,-1,0.354305148914339,570,Euteleostomi,Catarrhini,Duplicate,Recent
ENSG00000196622,ENSG00000196622,22,20456003,20461786,-1,0.207980925937662,192.5,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000196628,ENSG00000196628,18,52889562,53332018,-1,0.408618138955877,381,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196632,ENSG00000196632,X,54219256,54385075,-1,0.198971493917459,121.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196636,ENSG00000196636,7,96745902,96811075,1,0.553501468071809,484.5,Bilateria,Bilateria,Singleton,Old
ENSG00000196639,ENSG00000196639,3,11178779,11305243,1,0.552567703160368,139,Bilateria,Bilateria,Duplicate,Old
ENSG00000196642,ENSG00000196642,9,139702374,139735639,1,0.208015852492437,1217.5,Bilateria,Bilateria,Singleton,Old
ENSG00000196646,ENSG00000196646,19,12273879,12300064,1,0.415767211505501,257.5,Eutheria,Simiiformes,Duplicate,Recent
ENSG00000196648,ENSG00000196648,15,83098710,83108085,1,0.145042464676763,8936.5,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000196652,ENSG00000196652,7,99102274,99132323,1,0.195912297801847,62.5,Amniota,Mammalia,Duplicate,Middle
ENSG00000196653,ENSG00000196653,3,44754135,44765323,1,0.377471863306254,80,Chordata,Mammalia,Duplicate,Middle
ENSG00000196655,ENSG00000196655,11,118889142,118896164,1,0.0459525905557671,423,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196659,ENSG00000196659,2,178413726,178417742,-1,0.33999266311048,81,Bilateria,Simiiformes,Duplicate,Recent
ENSG00000196660,ENSG00000196660,1,219858769,220131989,-1,0.451279537803716,94,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000196661,ENSG00000196661,11,124266278,124267264,-1,0.860125508921537,407,Theria,HomoPanGorilla,Duplicate,Recent
ENSG00000196663,ENSG00000196663,14,102829300,102968818,1,0.0167846382372221,507,Bilateria,Bilateria,Duplicate,Old
ENSG00000196664,ENSG00000196664,X,12885202,12908499,1,0.234101131574114,115.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196666,ENSG00000196666,11,47608198,47610746,1,0.115511831312605,298,Amniota,Amniota,Singleton,Middle
ENSG00000196670,ENSG00000196670,5,180274611,180288286,-1,0.486541017422106,542.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196678,ENSG00000196678,16,20791515,20911671,-1,0.415916285442936,301,Bilateria,Bilateria,Duplicate,Old
ENSG00000196683,ENSG00000196683,7,22852251,22862470,-1,0.0476018872367266,116.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000196689,ENSG00000196689,17,3468738,3500392,-1,0.17209782303478,144,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000196693,ENSG00000196693,10,43084555,43133992,-1,0.85681292180754,278.5,Euteleostomi,Catarrhini,Duplicate,Recent
ENSG00000196700,ENSG00000196700,20,62588055,62680113,-1,0.120977837134931,614,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196704,ENSG00000196704,17,66243715,66253297,1,0.140328767592228,531,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196705,ENSG00000196705,19,21324827,21373034,1,0.302683469654838,189.5,Euteleostomi,Catarrhini,Duplicate,Recent
ENSG00000196711,ENSG00000196711,8,53446597,53478067,-1,0.522381213862003,284,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196712,ENSG00000196712,17,29421945,29709134,1,0.182524671794471,543.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196715,ENSG00000196715,7,65338254,65424550,1,0.290081922431591,597,Bilateria,Chordata,Duplicate,Old
ENSG00000196724,ENSG00000196724,19,58433252,58446761,-1,0.2751848216132,44.5,Amniota,Hominoidea,Duplicate,Recent
ENSG00000196730,ENSG00000196730,9,90112143,90323548,1,0.0670545904364155,728.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196735,ENSG00000196735,6,32595956,32614839,1,0.570583791580526,361.5,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000196739,ENSG00000196739,9,116917840,117074791,1,0.20346661090754,598.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196743,ENSG00000196743,5,150591711,150650001,1,0.26823617197558,349,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000196748,ENSG00000196748,6,35744371,35747329,1,0.0536823459912411,514,Eutheria,Eutheria,Singleton,Middle
ENSG00000196754,ENSG00000196754,1,153533584,153540366,-1,0.0662956896005373,297,Euteleostomi,Amniota,Duplicate,Middle
ENSG00000196757,ENSG00000196757,19,12035883,12061588,1,0.37616396791568,663.5,Eutheria,Catarrhini,Duplicate,Recent
ENSG00000196767,ENSG00000196767,X,82763269,82764775,1,0.751315643997097,150,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196772,ENSG00000196772,1,247978102,247979031,-1,0.849083282022909,468.5,Mammalia,Mammalia,Duplicate,Middle
ENSG00000196774,ENSG00000196774,9,67926761,67969840,1,0.779727471100011,2743.5,Chordata,HomoSapiens,Duplicate,Recent
ENSG00000196776,ENSG00000196776,3,107762145,107809872,-1,0.740898625559114,409.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000196778,ENSG00000196778,11,4510109,4511138,1,0.890672481899486,518.5,Tetrapoda,Eutheria,Duplicate,Middle
ENSG00000196781,ENSG00000196781,9,84198598,84304220,-1,0.51348373185843,193,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196782,ENSG00000196782,4,140637907,141075338,-1,0.289826102765489,183.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196792,ENSG00000196792,14,31363005,31495607,-1,0.239923804598185,359,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196793,ENSG00000196793,10,44051792,44070066,-1,0.419974242244108,1239,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000196800,ENSG00000196800,5,147549296,147554961,1,0.278170579443109,314.5,Eutheria,Eutheria,Singleton,Middle
ENSG00000196805,ENSG00000196805,1,153042700,153113927,-1,0.775216856896884,110.5,Hominoidea,Hominoidea,Duplicate,Recent
ENSG00000196811,ENSG00000196811,2,233404437,233411113,1,0.169715762608602,400,Bilateria,Euteleostomi,Duplicate,Old
