"X"	"HUGO_symbol"	"seqnames"	"start"	"end"	"GeneAge"	"BirthType"
"ENSG00000172519"	"-"	"19"	"15904761"	"15905892"	"Catarrhini"	"Duplicate"
"ENSG00000172530"	"-"	"16"	"87982850"	"88110924"	"Euteleostomi"	"Singleton"
"ENSG00000172531"	"-"	"11"	"67165654"	"67188654"	"Euteleostomi"	"Duplicate"
"ENSG00000172534"	"-"	"X"	"153213004"	"153237258"	"Euteleostomi"	"Duplicate"
"ENSG00000172538"	"-"	"10"	"50339199"	"50342053"	"Mammalia"	"Duplicate"
"ENSG00000172543"	"-"	"11"	"65647280"	"65651212"	"Bilateria"	"Duplicate"
"ENSG00000172548"	"-"	"5"	"156887027"	"156901725"	"Euteleostomi"	"Duplicate"
"ENSG00000172551"	"-"	"12"	"55224303"	"55252177"	"Hominidae"	"Singleton"
"ENSG00000172554"	"-"	"2"	"946554"	"1371385"	"Euteleostomi"	"Duplicate"
"ENSG00000172568"	"-"	"5"	"156768608"	"156772729"	"Euteleostomi"	"Singleton"
"ENSG00000172572"	"-"	"12"	"20522179"	"20837315"	"Euteleostomi"	"Duplicate"
"ENSG00000172575"	"-"	"15"	"38780304"	"38857776"	"Euteleostomi"	"Duplicate"
"ENSG00000172578"	"-"	"3"	"183205319"	"183273477"	"Chordata"	"Duplicate"
"ENSG00000172586"	"-"	"10"	"75541805"	"75543410"	"Euteleostomi"	"Singleton"
"ENSG00000172590"	"-"	"14"	"23299088"	"23304246"	"Bilateria"	"Singleton"
"ENSG00000172594"	"-"	"6"	"123110315"	"123130865"	"Chordata"	"Duplicate"
"ENSG00000172602"	"-"	"12"	"49250928"	"49259681"	"Euteleostomi"	"Duplicate"
"ENSG00000172613"	"-"	"11"	"67159176"	"67165881"	"Euteleostomi"	"Duplicate"
"ENSG00000172638"	"-"	"11"	"65633912"	"65641063"	"Euteleostomi"	"Duplicate"
"ENSG00000172640"	"-"	"12"	"48596081"	"48597170"	"Eutheria"	"Singleton"
"ENSG00000172650"	"-"	"10"	"75434033"	"75457639"	"HomoSapiens"	"Duplicate"
"ENSG00000172653"	"-"	"17"	"34181955"	"34195895"	"Sarcopterygii"	"Singleton"
"ENSG00000172660"	"-"	"17"	"34136459"	"34191619"	"Euteleostomi"	"Duplicate"
"ENSG00000172661"	"-"	"10"	"46222648"	"46288409"	"HomoSapiens"	"Duplicate"
"ENSG00000172663"	"-"	"11"	"67231824"	"67236743"	"Bilateria"	"Singleton"
"ENSG00000172667"	"-"	"3"	"178735011"	"178790067"	"Euteleostomi"	"Singleton"
"ENSG00000172671"	"-"	"10"	"46111043"	"46168228"	"Bilateria"	"Duplicate"
"ENSG00000172673"	"-"	"6"	"128029217"	"128239776"	"Euteleostomi"	"Duplicate"
"ENSG00000172680"	"-"	"8"	"57025501"	"57026541"	"Bilateria"	"Duplicate"
"ENSG00000172689"	"-"	"11"	"60552821"	"60568778"	"Eutheria"	"Singleton"
"ENSG00000172716"	"-"	"17"	"33677324"	"33700720"	"Simiiformes"	"Duplicate"
"ENSG00000172717"	"-"	"14"	"67656110"	"67695267"	"Amniota"	"Duplicate"
"ENSG00000172724"	"-"	"9"	"34689564"	"34691274"	"Euteleostomi"	"Singleton"
"ENSG00000172725"	"-"	"11"	"67205519"	"67211292"	"Euteleostomi"	"Duplicate"
"ENSG00000172728"	"-"	"8"	"33228342"	"33330940"	"Chordata"	"Duplicate"
"ENSG00000172731"	"-"	"10"	"72058729"	"72142382"	"Bilateria"	"Singleton"
"ENSG00000172732"	"-"	"11"	"65624597"	"65635124"	"FungiMetazoa"	"Singleton"
"ENSG00000172733"	"-"	"8"	"30853321"	"30891231"	"Euteleostomi"	"Duplicate"
"ENSG00000172738"	"-"	"6"	"37179956"	"37225931"	"Sarcopterygii"	"Singleton"
"ENSG00000172742"	"-"	"11"	"59282386"	"59283330"	"Eutheria"	"Duplicate"
"ENSG00000172748"	"-"	"8"	"182137"	"197342"	"Eutheria"	"Duplicate"
"ENSG00000172752"	"-"	"3"	"130064359"	"130203688"	"Sarcopterygii"	"Duplicate"
"ENSG00000172757"	"-"	"11"	"65590493"	"65629497"	"Euteleostomi"	"Duplicate"
"ENSG00000172765"	"-"	"3"	"129366635"	"129612419"	"Euteleostomi"	"Duplicate"
"ENSG00000172766"	"-"	"13"	"41885341"	"41951166"	"Euteleostomi"	"Duplicate"
"ENSG00000172769"	"-"	"11"	"58169937"	"58170882"	"Eutheria"	"Duplicate"
"ENSG00000172771"	"-"	"3"	"129120164"	"129147494"	"Euteleostomi"	"Singleton"
"ENSG00000172772"	"-"	"11"	"58034264"	"58035732"	"Amniota"	"Duplicate"
"ENSG00000172774"	"-"	"11"	"57982217"	"57983195"	"Catarrhini"	"Duplicate"
"ENSG00000172775"	"-"	"16"	"57186378"	"57220028"	"Bilateria"	"Singleton"
"ENSG00000172780"	"-"	"3"	"128806412"	"128841644"	"Euteleostomi"	"Duplicate"
"ENSG00000172782"	"-"	"17"	"72873428"	"72889708"	"Euteleostomi"	"Singleton"
"ENSG00000172785"	"-"	"9"	"121041"	"188979"	"HomoSapiens"	"Duplicate"
"ENSG00000172794"	"-"	"17"	"72666717"	"72743474"	"Euteleostomi"	"Duplicate"
"ENSG00000172795"	"-"	"5"	"112312399"	"112356667"	"FungiMetazoa"	"Singleton"
"ENSG00000172803"	"-"	"11"	"65601112"	"65624367"	"Euteleostomi"	"Duplicate"
"ENSG00000172809"	"-"	"17"	"72199721"	"72206794"	"FungiMetazoa"	"Singleton"
"ENSG00000172817"	"-"	"8"	"65500320"	"65711318"	"Euteleostomi"	"Duplicate"
"ENSG00000172818"	"-"	"11"	"65554493"	"65564690"	"Euteleostomi"	"Duplicate"
"ENSG00000172819"	"-"	"12"	"53604354"	"53626764"	"Euteleostomi"	"Duplicate"
"ENSG00000172824"	"-"	"16"	"67022492"	"67043661"	"Mammalia"	"Duplicate"
"ENSG00000172828"	"-"	"16"	"66995140"	"67009051"	"Tetrapoda"	"Duplicate"
"ENSG00000172830"	"-"	"11"	"67070919"	"67080078"	"Euteleostomi"	"Duplicate"
"ENSG00000172831"	"-"	"16"	"66968347"	"66978999"	"Theria"	"Duplicate"
"ENSG00000172840"	"-"	"16"	"66912492"	"66929657"	"Euteleostomi"	"Duplicate"
"ENSG00000172845"	"-"	"2"	"174771187"	"174830430"	"Euteleostomi"	"Duplicate"
"ENSG00000172867"	"-"	"12"	"53038342"	"53045948"	"Mammalia"	"Duplicate"
"ENSG00000172869"	"-"	"5"	"118373467"	"118584833"	"Euteleostomi"	"Duplicate"
"ENSG00000172878"	"-"	"2"	"172864490"	"172947158"	"Bilateria"	"Duplicate"
"ENSG00000172888"	"-"	"3"	"40566369"	"40616176"	"Eutheria"	"Duplicate"
"ENSG00000172889"	"-"	"9"	"139553308"	"139567130"	"Euteleostomi"	"Duplicate"
"ENSG00000172890"	"-"	"11"	"71164155"	"71235153"	"FungiMetazoa"	"Singleton"
"ENSG00000172893"	"-"	"11"	"71139239"	"71163914"	"Bilateria"	"Duplicate"
"ENSG00000172901"	"-"	"5"	"115298151"	"115363316"	"Euteleostomi"	"Duplicate"
"ENSG00000172915"	"-"	"13"	"35516424"	"36247159"	"Euteleostomi"	"Duplicate"
"ENSG00000172922"	"-"	"11"	"65482367"	"65488418"	"Bilateria"	"Singleton"
"ENSG00000172932"	"-"	"11"	"67056018"	"67069956"	"Euteleostomi"	"Duplicate"
"ENSG00000172935"	"-"	"11"	"68771863"	"68780877"	"Mammalia"	"Duplicate"
"ENSG00000172936"	"-"	"3"	"38179969"	"38184513"	"Bilateria"	"Singleton"
"ENSG00000172938"	"-"	"11"	"68747490"	"68748455"	"Mammalia"	"Duplicate"
"ENSG00000172939"	"-"	"3"	"38206580"	"38296979"	"Euteleostomi"	"Duplicate"
"ENSG00000172940"	"-"	"3"	"38307303"	"38319806"	"Bilateria"	"Duplicate"
"ENSG00000172943"	"-"	"X"	"53963109"	"54075391"	"Euteleostomi"	"Duplicate"
"ENSG00000172954"	"-"	"2"	"30670092"	"30867091"	"Bilateria"	"Duplicate"
"ENSG00000172955"	"-"	"4"	"100123795"	"100140694"	"Amniota"	"Duplicate"
"ENSG00000172969"	"-"	"3"	"75713481"	"75716371"	"HomoSapiens"	"Duplicate"
"ENSG00000172977"	"-"	"11"	"65479467"	"65487075"	"Bilateria"	"Duplicate"
"ENSG00000172985"	"-"	"2"	"109745804"	"110262207"	"Bilateria"	"Duplicate"
"ENSG00000172986"	"-"	"3"	"72937224"	"73047289"	"Euteleostomi"	"Duplicate"
"ENSG00000172987"	"-"	"10"	"100218875"	"100995619"	"Euteleostomi"	"Duplicate"
"ENSG00000172992"	"-"	"17"	"43100708"	"43138473"	"FungiMetazoa"	"Singleton"
"ENSG00000172995"	"-"	"3"	"35680437"	"35835988"	"Euteleostomi"	"Duplicate"
"ENSG00000173011"	"-"	"4"	"7043626"	"7059679"	"Bilateria"	"Duplicate"
"ENSG00000173013"	"-"	"4"	"7042579"	"7044728"	"Chordata"	"Singleton"
"ENSG00000173020"	"-"	"11"	"67033881"	"67054027"	"Euteleostomi"	"Duplicate"
"ENSG00000173039"	"-"	"11"	"65421067"	"65430565"	"Euteleostomi"	"Duplicate"
"ENSG00000173040"	"-"	"4"	"5544499"	"5711275"	"Euteleostomi"	"Singleton"
"ENSG00000173041"	"-"	"7"	"63980262"	"64023484"	"Simiiformes"	"Duplicate"
"ENSG00000173064"	"-"	"12"	"112597992"	"112819896"	"Euteleostomi"	"Duplicate"
"ENSG00000173065"	"-"	"17"	"27082996"	"27182250"	"Euteleostomi"	"Duplicate"
"ENSG00000173068"	"-"	"9"	"16409501"	"16870841"	"Euteleostomi"	"Duplicate"
"ENSG00000173077"	"-"	"9"	"117904097"	"118164923"	"Simiiformes"	"Singleton"
"ENSG00000173080"	"-"	"1"	"155911480"	"155912625"	"Euteleostomi"	"Duplicate"
"ENSG00000173083"	"-"	"4"	"84213614"	"84256306"	"Euteleostomi"	"Duplicate"
"ENSG00000173085"	"-"	"4"	"84182689"	"84206067"	"FungiMetazoa"	"Singleton"
"ENSG00000173088"	"-"	"10"	"97667360"	"97698480"	"Mammalia"	"Duplicate"
"ENSG00000173093"	"-"	"12"	"111284573"	"111345339"	"Chordata"	"Duplicate"
"ENSG00000173113"	"-"	"11"	"64083932"	"64085556"	"HomoPanGorilla"	"Duplicate"
"ENSG00000173114"	"-"	"7"	"110731062"	"110765510"	"Euteleostomi"	"Duplicate"
"ENSG00000173120"	"-"	"11"	"66886740"	"67025558"	"Euteleostomi"	"Duplicate"
"ENSG00000173137"	"-"	"8"	"145596790"	"145618457"	"Bilateria"	"Duplicate"
"ENSG00000173141"	"-"	"13"	"21750784"	"21753223"	"Euteleostomi"	"Singleton"
"ENSG00000173145"	"-"	"10"	"96075004"	"96122716"	"FungiMetazoa"	"Singleton"
"ENSG00000173153"	"-"	"11"	"64073044"	"64084215"	"Euteleostomi"	"Duplicate"
"ENSG00000173156"	"-"	"11"	"66824289"	"66839484"	"Euteleostomi"	"Duplicate"
"ENSG00000173157"	"-"	"12"	"43747669"	"43945724"	"Euteleostomi"	"Duplicate"
"ENSG00000173163"	"-"	"2"	"62115859"	"62374382"	"Euteleostomi"	"Singleton"
"ENSG00000173166"	"-"	"2"	"204259068"	"204400133"	"Euteleostomi"	"Duplicate"
"ENSG00000173171"	"-"	"1"	"155178490"	"155183615"	"Euteleostomi"	"Duplicate"
"ENSG00000173175"	"-"	"3"	"123001143"	"123168605"	"Euteleostomi"	"Duplicate"
"ENSG00000173193"	"-"	"3"	"122399465"	"122449687"	"Theria"	"Duplicate"
"ENSG00000173198"	"-"	"X"	"77526961"	"77583048"	"Euteleostomi"	"Duplicate"
"ENSG00000173200"	"-"	"3"	"122296449"	"122357894"	"Theria"	"Duplicate"
"ENSG00000173208"	"-"	"12"	"39943835"	"40013553"	"Euteleostomi"	"Duplicate"
"ENSG00000173209"	"-"	"2"	"61404553"	"61418338"	"Euteleostomi"	"Duplicate"
"ENSG00000173210"	"-"	"5"	"148521046"	"148640105"	"Euteleostomi"	"Duplicate"
"ENSG00000173212"	"-"	"1"	"116654376"	"116677861"	"Bilateria"	"Duplicate"
"ENSG00000173213"	"-"	"18"	"47225"	"73545"	"HomoPanGorilla"	"Duplicate"
"ENSG00000173214"	"-"	"6"	"111580551"	"111592370"	"Chordata"	"Duplicate"
"ENSG00000173218"	"-"	"1"	"116184574"	"116240845"	"Euteleostomi"	"Duplicate"
"ENSG00000173221"	"-"	"5"	"95087023"	"95158709"	"Bilateria"	"Duplicate"
"ENSG00000173226"	"-"	"3"	"121488610"	"121553926"	"Chordata"	"Singleton"
"ENSG00000173227"	"-"	"11"	"66774249"	"66818334"	"Bilateria"	"Duplicate"
"ENSG00000173230"	"-"	"3"	"121382046"	"121468602"	"Euteleostomi"	"Singleton"
"ENSG00000173237"	"-"	"11"	"66742748"	"66744475"	"Theria"	"Singleton"
"ENSG00000173239"	"-"	"10"	"90562487"	"90580303"	"Euteleostomi"	"Duplicate"
"ENSG00000173250"	"-"	"5"	"145892666"	"145895753"	"Euteleostomi"	"Singleton"
"ENSG00000173253"	"-"	"9"	"1050354"	"1057552"	"Bilateria"	"Duplicate"
"ENSG00000173258"	"-"	"9"	"114287439"	"114340124"	"Theria"	"Duplicate"
"ENSG00000173261"	"-"	"5"	"145463949"	"145483932"	"Euteleostomi"	"Duplicate"
"ENSG00000173262"	"-"	"12"	"7965108"	"8043744"	"Hominoidea"	"Duplicate"
"ENSG00000173264"	"-"	"11"	"64037534"	"64056972"	"Euteleostomi"	"Duplicate"
"ENSG00000173267"	"-"	"10"	"88718375"	"88723017"	"Euteleostomi"	"Duplicate"
"ENSG00000173269"	"-"	"10"	"88695297"	"88729238"	"Sarcopterygii"	"Duplicate"
"ENSG00000173272"	"-"	"2"	"132222473"	"132250316"	"HomoPanGorilla"	"Duplicate"
"ENSG00000173273"	"-"	"8"	"9413424"	"9639856"	"Euteleostomi"	"Duplicate"
"ENSG00000173275"	"-"	"X"	"134478721"	"134497077"	"Amniota"	"Duplicate"
"ENSG00000173276"	"-"	"21"	"43406940"	"43430496"	"Euteleostomi"	"Duplicate"
"ENSG00000173281"	"-"	"8"	"8993765"	"9009084"	"Bilateria"	"Duplicate"
"ENSG00000173285"	"-"	"1"	"158435272"	"158436344"	"Theria"	"Duplicate"
"ENSG00000173302"	"-"	"2"	"131486643"	"131487909"	"Euteleostomi"	"Singleton"
"ENSG00000173320"	"-"	"4"	"184774584"	"184944679"	"Euteleostomi"	"Duplicate"
"ENSG00000173327"	"-"	"11"	"65365226"	"65382853"	"Euteleostomi"	"Duplicate"
"ENSG00000173334"	"-"	"8"	"126442563"	"126450647"	"Euteleostomi"	"Duplicate"
"ENSG00000173335"	"-"	"20"	"23583047"	"23586513"	"Eutheria"	"Duplicate"
"ENSG00000173338"	"-"	"11"	"65360326"	"65363467"	"Euteleostomi"	"Duplicate"
"ENSG00000173349"	"-"	"2"	"128458597"	"128461385"	"FungiMetazoa"	"Singleton"
"ENSG00000173369"	"-"	"1"	"22979255"	"22988031"	"Euteleostomi"	"Duplicate"
"ENSG00000173372"	"-"	"1"	"22962999"	"22966101"	"Euteleostomi"	"Duplicate"
"ENSG00000173376"	"-"	"4"	"121956768"	"121994176"	"Bilateria"	"Singleton"
"ENSG00000173389"	"-"	"3"	"51928892"	"51937351"	"Eutheria"	"Duplicate"
"ENSG00000173391"	"-"	"12"	"10310902"	"10324737"	"Mammalia"	"Duplicate"
"ENSG00000173401"	"-"	"12"	"75728419"	"75764340"	"Mammalia"	"Duplicate"
"ENSG00000173402"	"-"	"3"	"49506146"	"49573048"	"Bilateria"	"Singleton"
"ENSG00000173404"	"-"	"20"	"20348765"	"20351590"	"Euteleostomi"	"Duplicate"
"ENSG00000173406"	"-"	"1"	"57460451"	"59012406"	"Euteleostomi"	"Duplicate"
"ENSG00000173409"	"-"	"1"	"231114727"	"231136341"	"Bilateria"	"Singleton"
"ENSG00000173418"	"-"	"20"	"19997760"	"20014299"	"FungiMetazoa"	"Singleton"
"ENSG00000173421"	"-"	"3"	"49235861"	"49295537"	"Euteleostomi"	"Singleton"
"ENSG00000173431"	"-"	"14"	"21525981"	"21526614"	"Simiiformes"	"Duplicate"
"ENSG00000173432"	"-"	"11"	"18287721"	"18291524"	"HomoPanGorilla"	"Duplicate"
"ENSG00000173436"	"-"	"1"	"19923477"	"19956314"	"Bilateria"	"Singleton"
"ENSG00000173442"	"-"	"11"	"65343509"	"65360121"	"Euteleostomi"	"Duplicate"
"ENSG00000173452"	"-"	"7"	"19758933"	"19813221"	"Euteleostomi"	"Singleton"
"ENSG00000173456"	"-"	"11"	"119205237"	"119208023"	"Euteleostomi"	"Singleton"
"ENSG00000173457"	"-"	"11"	"64011956"	"64014413"	"Euteleostomi"	"Duplicate"
"ENSG00000173464"	"-"	"14"	"21051054"	"21078043"	"Eutheria"	"Singleton"
"ENSG00000173465"	"-"	"11"	"65337901"	"65341413"	"Bilateria"	"Singleton"
"ENSG00000173467"	"-"	"7"	"16899029"	"16921611"	"Euteleostomi"	"Duplicate"
"ENSG00000173473"	"-"	"3"	"47626762"	"47823596"	"Bilateria"	"Duplicate"
"ENSG00000173480"	"-"	"19"	"58411664"	"58427978"	"HomoSapiens"	"Duplicate"
"ENSG00000173482"	"-"	"18"	"7566780"	"8406859"	"Euteleostomi"	"Duplicate"
"ENSG00000173486"	"-"	"11"	"64008475"	"64011604"	"Bilateria"	"Duplicate"
"ENSG00000173511"	"-"	"11"	"64002010"	"64006259"	"Euteleostomi"	"Duplicate"
"ENSG00000173517"	"-"	"15"	"77400471"	"77712486"	"Euteleostomi"	"Duplicate"
"ENSG00000173530"	"-"	"8"	"22993101"	"23021543"	"Simiiformes"	"Duplicate"
"ENSG00000173531"	"-"	"3"	"49721380"	"49726934"	"Euteleostomi"	"Duplicate"
"ENSG00000173535"	"-"	"8"	"22941868"	"22974950"	"Simiiformes"	"Duplicate"
"ENSG00000173540"	"-"	"3"	"49754277"	"49761384"	"Bilateria"	"Duplicate"
"ENSG00000173542"	"-"	"4"	"71768043"	"71888166"	"Euteleostomi"	"Duplicate"
"ENSG00000173545"	"-"	"5"	"16451628"	"16465901"	"FungiMetazoa"	"Singleton"
"ENSG00000173546"	"-"	"15"	"75966663"	"76005189"	"Euteleostomi"	"Duplicate"
"ENSG00000173548"	"-"	"15"	"75940247"	"75954642"	"Euteleostomi"	"Duplicate"
"ENSG00000173557"	"-"	"2"	"26785450"	"26802400"	"Chordata"	"Singleton"
"ENSG00000173559"	"-"	"2"	"192542794"	"192561385"	"Euteleostomi"	"Duplicate"
"ENSG00000173566"	"-"	"8"	"21964383"	"21966932"	"Bilateria"	"Singleton"
"ENSG00000173567"	"-"	"2"	"26531041"	"26569685"	"Euteleostomi"	"Duplicate"
"ENSG00000173572"	"-"	"19"	"56403065"	"56443702"	"Theria"	"Duplicate"
"ENSG00000173575"	"-"	"15"	"93426526"	"93571237"	"Euteleostomi"	"Duplicate"
"ENSG00000173578"	"-"	"3"	"46058516"	"46069234"	"Euteleostomi"	"Duplicate"
"ENSG00000173581"	"-"	"19"	"56152428"	"56164527"	"Euteleostomi"	"Singleton"
"ENSG00000173585"	"-"	"3"	"45927996"	"45944667"	"Euteleostomi"	"Duplicate"
"ENSG00000173588"	"-"	"12"	"94700225"	"94853764"	"Chordata"	"Singleton"
"ENSG00000173597"	"-"	"4"	"70586880"	"70653679"	"Amniota"	"Duplicate"
"ENSG00000173598"	"-"	"12"	"93771659"	"93797024"	"Eutheria"	"Duplicate"
"ENSG00000173599"	"-"	"11"	"66615704"	"66725847"	"FungiMetazoa"	"Singleton"
"ENSG00000173610"	"-"	"4"	"70454135"	"70518965"	"HomoSapiens"	"Duplicate"
"ENSG00000173611"	"-"	"9"	"127704887"	"127905785"	"Bilateria"	"Singleton"
"ENSG00000173612"	"-"	"6"	"117113248"	"117150200"	"Euteleostomi"	"Duplicate"
"ENSG00000173614"	"-"	"1"	"10003486"	"10045559"	"Euteleostomi"	"Duplicate"
"ENSG00000173621"	"-"	"11"	"66624118"	"66627946"	"Chordata"	"Duplicate"
"ENSG00000173626"	"-"	"6"	"116816152"	"116866773"	"Euteleostomi"	"Duplicate"
"ENSG00000173627"	"-"	"1"	"183615541"	"183622451"	"Euteleostomi"	"Singleton"
"ENSG00000173638"	"-"	"21"	"46913486"	"46964325"	"Chordata"	"Duplicate"
"ENSG00000173641"	"-"	"1"	"16340523"	"16346089"	"Chordata"	"Singleton"
"ENSG00000173653"	"-"	"11"	"66610306"	"66614017"	"FungiMetazoa"	"Singleton"
"ENSG00000173660"	"-"	"1"	"46769303"	"46782448"	"Bilateria"	"Singleton"
"ENSG00000173662"	"-"	"1"	"6615241"	"6639817"	"Euteleostomi"	"Duplicate"
"ENSG00000173673"	"-"	"1"	"6304252"	"6305638"	"Euteleostomi"	"Singleton"
"ENSG00000173678"	"-"	"7"	"102290772"	"102301847"	"HomoSapiens"	"Duplicate"
"ENSG00000173679"	"-"	"9"	"125423845"	"125424927"	"Eutheria"	"Duplicate"
"ENSG00000173681"	"-"	"X"	"19930978"	"19988416"	"Euteleostomi"	"Duplicate"
"ENSG00000173692"	"-"	"2"	"231921578"	"232037541"	"FungiMetazoa"	"Singleton"
"ENSG00000173698"	"-"	"X"	"19007427"	"19140755"	"Euteleostomi"	"Duplicate"
"ENSG00000173699"	"-"	"2"	"231860836"	"231889770"	"Eutheria"	"Singleton"
"ENSG00000173702"	"-"	"3"	"124624289"	"124672663"	"Amniota"	"Singleton"
"ENSG00000173705"	"-"	"3"	"33191537"	"33260707"	"Euteleostomi"	"Singleton"
"ENSG00000173706"	"-"	"3"	"124684554"	"124774802"	"Euteleostomi"	"Singleton"
"ENSG00000173714"	"-"	"17"	"48912011"	"48919709"	"Euteleostomi"	"Duplicate"
"ENSG00000173715"	"-"	"11"	"66511922"	"66610987"	"Euteleostomi"	"Singleton"
"ENSG00000173726"	"-"	"1"	"235272651"	"235292251"	"Euteleostomi"	"Duplicate"
"ENSG00000173728"	"-"	"1"	"244515937"	"244552965"	"Amniota"	"Singleton"
"ENSG00000173744"	"-"	"2"	"228336868"	"228425930"	"Euteleostomi"	"Duplicate"
"ENSG00000173757"	"-"	"17"	"40351186"	"40428725"	"Amniota"	"Duplicate"
"ENSG00000173762"	"-"	"17"	"80272744"	"80275478"	"Theria"	"Singleton"
"ENSG00000173769"	"-"	"3"	"44283378"	"44373590"	"Euteleostomi"	"Singleton"
"ENSG00000173786"	"-"	"17"	"40118759"	"40129749"	"Bilateria"	"Singleton"
"ENSG00000173801"	"-"	"17"	"39775692"	"39943183"	"Bilateria"	"Duplicate"
"ENSG00000173805"	"-"	"17"	"39873994"	"39890896"	"Euteleostomi"	"Duplicate"
"ENSG00000173809"	"-"	"19"	"33210659"	"33320483"	"Chordata"	"Singleton"
"ENSG00000173812"	"-"	"17"	"39845137"	"39848920"	"Euteleostomi"	"Duplicate"
"ENSG00000173818"	"-"	"17"	"78388965"	"78411886"	"Chordata"	"Singleton"
"ENSG00000173821"	"-"	"17"	"78234665"	"78372586"	"Chordata"	"Singleton"
"ENSG00000173825"	"-"	"11"	"65122238"	"65125084"	"Sarcopterygii"	"Duplicate"
"ENSG00000173826"	"-"	"17"	"61600695"	"61626338"	"Bilateria"	"Duplicate"
"ENSG00000173838"	"-"	"17"	"60778675"	"60885705"	"Euteleostomi"	"Duplicate"
"ENSG00000173846"	"-"	"1"	"45265897"	"45271662"	"Euteleostomi"	"Duplicate"
"ENSG00000173848"	"-"	"10"	"5454514"	"5500426"	"Euteleostomi"	"Duplicate"
"ENSG00000173852"	"-"	"7"	"34968488"	"35077883"	"Mammalia"	"Duplicate"
"ENSG00000173868"	"-"	"17"	"47300724"	"47308128"	"Euteleostomi"	"Duplicate"
"ENSG00000173876"	"-"	"10"	"92828"	"120103"	"HomoPanGorilla"	"Duplicate"
"ENSG00000173889"	"-"	"3"	"169804520"	"169899537"	"Euteleostomi"	"Duplicate"
"ENSG00000173890"	"-"	"3"	"169755717"	"169803191"	"Euteleostomi"	"Singleton"
"ENSG00000173894"	"-"	"17"	"77751931"	"77761782"	"Euteleostomi"	"Duplicate"
"ENSG00000173898"	"-"	"11"	"66452719"	"66496697"	"Euteleostomi"	"Duplicate"
"ENSG00000173905"	"-"	"3"	"167726465"	"167813763"	"Chordata"	"Singleton"
"ENSG00000173908"	"-"	"17"	"38948455"	"38956211"	"Mammalia"	"Duplicate"
"ENSG00000173914"	"-"	"11"	"66432469"	"66445392"	"Mammalia"	"Duplicate"
"ENSG00000173915"	"-"	"10"	"105148798"	"105156223"	"Euteleostomi"	"Singleton"
"ENSG00000173917"	"-"	"17"	"46618256"	"46623441"	"Euteleostomi"	"Duplicate"
"ENSG00000173918"	"-"	"17"	"77018896"	"77045870"	"Euteleostomi"	"Duplicate"
"ENSG00000173926"	"-"	"5"	"126203406"	"126366500"	"Euteleostomi"	"Duplicate"
"ENSG00000173928"	"-"	"19"	"11485361"	"11487627"	"Euteleostomi"	"Singleton"
"ENSG00000173930"	"-"	"5"	"101569690"	"101632253"	"Theria"	"Duplicate"
"ENSG00000173947"	"-"	"1"	"111888910"	"111895635"	"Chordata"	"Singleton"
"ENSG00000173950"	"-"	"3"	"194789008"	"194991896"	"Bilateria"	"Duplicate"
"ENSG00000173960"	"-"	"2"	"24150155"	"24227779"	"Euteleostomi"	"Duplicate"
"ENSG00000173976"	"-"	"19"	"3769087"	"3772233"	"Euteleostomi"	"Duplicate"
"ENSG00000173988"	"-"	"13"	"46786083"	"46851501"	"Euteleostomi"	"Singleton"
"ENSG00000173991"	"-"	"17"	"37820440"	"37822808"	"Euteleostomi"	"Singleton"
"ENSG00000173992"	"-"	"11"	"66360292"	"66373490"	"Bilateria"	"Duplicate"
"ENSG00000174004"	"-"	"3"	"196366557"	"196388875"	"Euteleostomi"	"Duplicate"
"ENSG00000174007"	"-"	"3"	"196433148"	"196439164"	"Chordata"	"Singleton"
"ENSG00000174010"	"-"	"X"	"24001837"	"24045303"	"Euteleostomi"	"Duplicate"
"ENSG00000174013"	"-"	"3"	"196295482"	"196315930"	"Bilateria"	"Duplicate"
"ENSG00000174015"	"-"	"13"	"46276446"	"46288694"	"Amniota"	"Singleton"
"ENSG00000174016"	"-"	"X"	"79591003"	"79700810"	"Euteleostomi"	"Duplicate"
"ENSG00000174032"	"-"	"13"	"45967451"	"45992590"	"Euteleostomi"	"Duplicate"
"ENSG00000174038"	"-"	"9"	"35041092"	"35045988"	"Eutheria"	"Singleton"
"ENSG00000174059"	"-"	"1"	"208057594"	"208084747"	"Sarcopterygii"	"Singleton"
"ENSG00000174080"	"-"	"11"	"66330934"	"66336312"	"Bilateria"	"Duplicate"
"ENSG00000174099"	"-"	"12"	"65672423"	"65882024"	"Bilateria"	"Duplicate"
"ENSG00000174100"	"-"	"17"	"36452989"	"36479101"	"Bilateria"	"Singleton"
"ENSG00000174106"	"-"	"12"	"65563351"	"65642107"	"Euteleostomi"	"Duplicate"
"ENSG00000174109"	"-"	"16"	"1469745"	"1479345"	"Euteleostomi"	"Singleton"
"ENSG00000174111"	"-"	"17"	"36508111"	"36556019"	"Chordata"	"Duplicate"
"ENSG00000174123"	"-"	"4"	"38773860"	"38784611"	"Mammalia"	"Duplicate"
"ENSG00000174125"	"-"	"4"	"38792298"	"38858438"	"Eutheria"	"Duplicate"
"ENSG00000174130"	"-"	"4"	"38825336"	"38858438"	"Eutheria"	"Duplicate"
"ENSG00000174132"	"-"	"5"	"99871009"	"99922445"	"Euteleostomi"	"Singleton"
"ENSG00000174136"	"-"	"5"	"98104354"	"98134347"	"Euteleostomi"	"Duplicate"
