GeneID	Prot	FamilyAge	GeneAge	GeneType
ENSMUSG00000089672	ENSMUSP00000099958	Theria	Mus.musculus	Duplicate
ENSMUSG00000058818	ENSMUSP00000077546	Theria	Mus.musculus	Duplicate
ENSMUSG00000070873	ENSMUSP00000113091	Theria	Rodentia	Duplicate
ENSMUSG00000062524	ENSMUSP00000006792	Theria	Theria	Duplicate
ENSMUSG00000062593	ENSMUSP00000077833	Theria	Mus.musculus	Duplicate
ENSMUSG00000074419	ENSMUSP00000104259	Theria	Mus.musculus	Duplicate
ENSMUSG00000074417	ENSMUSP00000070073	Theria	Mus.musculus	Duplicate
ENSMUSG00000091983	ENSMUSP00000127348	Theria	Mus.musculus	Duplicate
ENSMUSG00000094192	ENSMUSP00000074914	Theria	Murinae	Duplicate
ENSMUSG00000054431	ENSMUSP00000068823	Theria	Theria	Duplicate
ENSMUSG00000068574	ENSMUSP00000087617	Theria	Murinae	Duplicate
ENSMUSG00000095831	ENSMUSP00000052043	Theria	Murinae	Duplicate
ENSMUSG00000095236	ENSMUSP00000093654	Theria	Murinae	Duplicate
ENSMUSG00000090631	ENSMUSP00000060839	Theria	Mus.musculus	Duplicate
ENSMUSG00000031424	ENSMUSP00000108729	Tetrapoda	Mus.musculus	Duplicate
ENSMUSG00000057439	ENSMUSP00000108732	Tetrapoda	Mus.musculus	Duplicate
ENSMUSG00000031111	ENSMUSP00000033442	Tetrapoda	Mammalia	Duplicate
ENSMUSG00000022347	ENSMUSP00000094151	Tetrapoda	Theria	Duplicate
ENSMUSG00000078810	ENSMUSP00000104231	Tetrapoda	Theria	Duplicate
ENSMUSG00000054594	ENSMUSP00000041306	Tetrapoda	Mammalia	Duplicate
ENSMUSG00000053338	ENSMUSP00000069745	Tetrapoda	Mammalia	Duplicate
ENSMUSG00000048693	ENSMUSP00000058912	Amniota	Murinae	Duplicate
ENSMUSG00000094200	ENSMUSP00000093647	Amniota	Mus.musculus	Duplicate
ENSMUSG00000070820	ENSMUSP00000092428	Amniota	Eutheria	Duplicate
ENSMUSG00000059411	ENSMUSP00000076039	Amniota	Murinae	Duplicate
ENSMUSG00000061210	ENSMUSP00000077204	Amniota	Murinae	Duplicate
ENSMUSG00000073769	ENSMUSP00000092426	Amniota	Mus.musculus	Duplicate
ENSMUSG00000066061	ENSMUSP00000081339	Amniota	Mus.musculus	Duplicate
ENSMUSG00000043383	ENSMUSP00000053925	Amniota	Eutheria	Duplicate
ENSMUSG00000095218	ENSMUSP00000092427	Amniota	Mus.musculus	Duplicate
ENSMUSG00000046790	ENSMUSP00000095523	Amniota	Eutheria	Duplicate
ENSMUSG00000073768	ENSMUSP00000092425	Amniota	Mus.musculus	Duplicate
ENSMUSG00000043698	ENSMUSP00000099727	Amniota	Eutheria	Duplicate
ENSMUSG00000096705	ENSMUSP00000071870	Amniota	Mus.musculus	Duplicate
ENSMUSG00000043605	ENSMUSP00000053813	Amniota	Eutheria	Duplicate
ENSMUSG00000045708	ENSMUSP00000052312	Amniota	Eutheria	Duplicate
ENSMUSG00000091386	ENSMUSP00000128501	Amniota	Mus.musculus	Duplicate
ENSMUSG00000061075	ENSMUSP00000076483	Amniota	Mus.musculus	Duplicate
ENSMUSG00000094669	ENSMUSP00000093648	Amniota	Mus.musculus	Duplicate
ENSMUSG00000071481	ENSMUSP00000058147	Amniota	Eutheria	Duplicate
ENSMUSG00000073111	ENSMUSP00000099005	Amniota	Mus.musculus	Duplicate
ENSMUSG00000070821	ENSMUSP00000092430	Amniota	Eutheria	Duplicate
ENSMUSG00000096368	ENSMUSP00000080626	Amniota	Mus.musculus	Duplicate
ENSMUSG00000073770	ENSMUSP00000075398	Amniota	Mus.musculus	Duplicate
ENSMUSG00000073110	ENSMUSP00000093649	Amniota	Mus.musculus	Duplicate
ENSMUSG00000043119	ENSMUSP00000059195	Amniota	Eutheria	Duplicate
ENSMUSG00000073896	ENSMUSP00000095740	Amniota	Eutheria	Duplicate
ENSMUSG00000060503	ENSMUSP00000076225	Amniota	Mus.musculus	Duplicate
ENSMUSG00000056863	ENSMUSP00000079704	Amniota	Eutheria	Duplicate
ENSMUSG00000043892	ENSMUSP00000050833	Amniota	Theria	Duplicate
ENSMUSG00000062553	ENSMUSP00000072205	Amniota	Murinae	Duplicate
ENSMUSG00000045581	ENSMUSP00000062956	Amniota	Eutheria	Duplicate
ENSMUSG00000062987	ENSMUSP00000079834	Amniota	Mus.musculus	Duplicate
ENSMUSG00000073899	ENSMUSP00000095744	Amniota	Mus.musculus	Duplicate
ENSMUSG00000069390	ENSMUSP00000086062	Amniota	Mus.musculus	Duplicate
ENSMUSG00000033777	ENSMUSP00000043101	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000051969	ENSMUSP00000068906	Bilateria	Eutheria	Duplicate
ENSMUSG00000027995	ENSMUSP00000029623	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000051498	ENSMUSP00000062096	Bilateria	Eutheria	Duplicate
ENSMUSG00000044827	ENSMUSP00000060793	Bilateria	Eutheria	Duplicate
ENSMUSG00000062545	ENSMUSP00000074381	Bilateria	Eutheria	Duplicate
ENSMUSG00000040522	ENSMUSP00000107793	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000079164	ENSMUSP00000106625	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000045322	ENSMUSP00000082207	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000039005	ENSMUSP00000045770	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000021624	ENSMUSP00000022124	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031639	ENSMUSP00000034056	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000044583	ENSMUSP00000061853	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000038910	ENSMUSP00000046584	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000038349	ENSMUSP00000037854	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000010660	ENSMUSP00000010804	Chordata	Euteleostomi	Duplicate
ENSMUSG00000036834	ENSMUSP00000081122	Chordata	Euteleostomi	Duplicate
ENSMUSG00000026173	ENSMUSP00000027362	Chordata	Euteleostomi	Duplicate
ENSMUSG00000020937	ENSMUSP00000099366	Chordata	Euteleostomi	Duplicate
ENSMUSG00000029055	ENSMUSP00000101256	Chordata	Euteleostomi	Duplicate
ENSMUSG00000073418	ENSMUSP00000069418	Chordata	Euteleostomi	Duplicate
ENSMUSG00000026874	ENSMUSP00000028233	Chordata	Euteleostomi	Duplicate
ENSMUSG00000024164	ENSMUSP00000024988	Chordata	Euteleostomi	Duplicate
ENSMUSG00000030230	ENSMUSP00000032356	Bilateria	Bilateria	Duplicate
ENSMUSG00000039943	ENSMUSP00000105736	Bilateria	Bilateria	Duplicate
ENSMUSG00000024960	ENSMUSP00000025912	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000040061	ENSMUSP00000099583	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000051177	ENSMUSP00000105743	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000030111	ENSMUSP00000032203	Euteleostomi	Eutheria	Duplicate
ENSMUSG00000030359	ENSMUSP00000107760	Euteleostomi	Theria	Duplicate
ENSMUSG00000030131	ENSMUSP00000080469	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000059908	ENSMUSP00000032228	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000047228	ENSMUSP00000059426	Euteleostomi	Tetrapoda	Duplicate
ENSMUSG00000046186	ENSMUSP00000091330	Bilateria	Bilateria	Duplicate
ENSMUSG00000030861	ENSMUSP00000015829	Bilateria	Bilateria	Duplicate
ENSMUSG00000026003	ENSMUSP00000027153	Bilateria	Bilateria	Duplicate
ENSMUSG00000027710	ENSMUSP00000011492	Bilateria	Bilateria	Duplicate
ENSMUSG00000003809	ENSMUSP00000003907	Bilateria	Bilateria	Duplicate
ENSMUSG00000018574	ENSMUSP00000099634	Bilateria	Bilateria	Duplicate
ENSMUSG00000027332	ENSMUSP00000028807	Bilateria	Bilateria	Duplicate
ENSMUSG00000090150	ENSMUSP00000043424	Bilateria	Bilateria	Duplicate
ENSMUSG00000031969	ENSMUSP00000054370	Bilateria	Bilateria	Duplicate
ENSMUSG00000029545	ENSMUSP00000031524	Bilateria	Bilateria	Duplicate
ENSMUSG00000029456	ENSMUSP00000031412	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000042647	ENSMUSP00000046497	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000062908	ENSMUSP00000072483	Bilateria	Bilateria	Duplicate
ENSMUSG00000027186	ENSMUSP00000126941	Chordata	Euteleostomi	Duplicate
ENSMUSG00000012350	ENSMUSP00000087961	Chordata	Euteleostomi	Duplicate
ENSMUSG00000003051	ENSMUSP00000003135	Chordata	Euteleostomi	Duplicate
ENSMUSG00000008398	ENSMUSP00000008542	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000026436	ENSMUSP00000083743	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000024215	ENSMUSP00000110520	Bilateria	Bilateria	Duplicate
ENSMUSG00000009406	ENSMUSP00000009550	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000030199	ENSMUSP00000079818	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000036461	ENSMUSP00000046515	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037174	ENSMUSP00000088678	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031103	ENSMUSP00000110608	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000024006	ENSMUSP00000009138	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000026490	ENSMUSP00000106746	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000001630	ENSMUSP00000001675	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000024769	ENSMUSP00000025681	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000021279	ENSMUSP00000042565	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000030409	ENSMUSP00000032568	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000021959	ENSMUSP00000022531	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000024290	ENSMUSP00000069549	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020580	ENSMUSP00000020904	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000029516	ENSMUSP00000062049	Bilateria	Bilateria	Duplicate
ENSMUSG00000040021	ENSMUSP00000132078	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000091468	ENSMUSP00000130114	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000095961	ENSMUSP00000126559	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091859	ENSMUSP00000128350	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090417	ENSMUSP00000126386	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000094145	ENSMUSP00000129145	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090762	ENSMUSP00000129566	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000066537	ENSMUSP00000125817	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090619	ENSMUSP00000128493	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091381	ENSMUSP00000131426	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091656	ENSMUSP00000126534	Euteleostomi	Murinae	Duplicate
ENSMUSG00000091888	ENSMUSP00000132299	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091670	ENSMUSP00000129762	Euteleostomi	Murinae	Duplicate
ENSMUSG00000095486	ENSMUSP00000132043	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091260	ENSMUSP00000073604	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091528	ENSMUSP00000134441	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090751	ENSMUSP00000129089	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000072780	ENSMUSP00000074602	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000096593	ENSMUSP00000083386	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091620	ENSMUSP00000126682	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090315	ENSMUSP00000129895	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091771	ENSMUSP00000126756	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090383	ENSMUSP00000126966	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000096717	ENSMUSP00000131261	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091926	ENSMUSP00000130557	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000072778	ENSMUSP00000098528	Euteleostomi	Murinae	Duplicate
ENSMUSG00000090655	ENSMUSP00000129296	Euteleostomi	Murinae	Duplicate
ENSMUSG00000091805	ENSMUSP00000130373	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000092120	ENSMUSP00000126650	Euteleostomi	Murinae	Duplicate
ENSMUSG00000096630	ENSMUSP00000032238	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000096002	ENSMUSP00000126979	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000094672	ENSMUSP00000124342	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091206	ENSMUSP00000127465	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090572	ENSMUSP00000132641	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090967	ENSMUSP00000129576	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000094892	ENSMUSP00000131583	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091045	ENSMUSP00000133483	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090304	ENSMUSP00000135236	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091350	ENSMUSP00000128685	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091679	ENSMUSP00000131564	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091259	ENSMUSP00000129347	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000056910	ENSMUSP00000048706	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091631	ENSMUSP00000126106	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091491	ENSMUSP00000129313	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000094396	ENSMUSP00000135613	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000093820	ENSMUSP00000128981	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000055515	ENSMUSP00000020547	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000079698	ENSMUSP00000078200	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000091572	ENSMUSP00000126165	Chordata	Mus.musculus	Duplicate
ENSMUSG00000027824	ENSMUSP00000029406	Chordata	Murinae	Duplicate
ENSMUSG00000099113	ENSMUSP00000131220	Chordata	Mus.musculus	Duplicate
ENSMUSG00000043897	ENSMUSP00000077109	Chordata	Mus.musculus	Duplicate
ENSMUSG00000068999	ENSMUSP00000131925	Chordata	Mus.musculus	Duplicate
ENSMUSG00000062200	ENSMUSP00000124192	Chordata	Mus.musculus	Duplicate
ENSMUSG00000051980	ENSMUSP00000069080	Chordata	Euteleostomi	Duplicate
ENSMUSG00000092049	ENSMUSP00000127513	Chordata	Mus.musculus	Duplicate
ENSMUSG00000090581	ENSMUSP00000131831	Chordata	Mus.musculus	Duplicate
ENSMUSG00000022026	ENSMUSP00000086112	Bilateria	Amniota	Duplicate
ENSMUSG00000027848	ENSMUSP00000029440	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000046167	ENSMUSP00000056080	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000044265	ENSMUSP00000052174	Bilateria	Amniota	Duplicate
ENSMUSG00000051041	ENSMUSP00000114029	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000026833	ENSMUSP00000028177	Chordata	Euteleostomi	Duplicate
ENSMUSG00000026697	ENSMUSP00000028020	Chordata	Chordata	Duplicate
ENSMUSG00000032172	ENSMUSP00000034692	Chordata	Euteleostomi	Duplicate
ENSMUSG00000046618	ENSMUSP00000058761	Chordata	Euteleostomi	Duplicate
ENSMUSG00000027965	ENSMUSP00000060985	Chordata	Euteleostomi	Duplicate
ENSMUSG00000038463	ENSMUSP00000047291	Chordata	Euteleostomi	Duplicate
ENSMUSG00000003341	ENSMUSP00000020383	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000021983	ENSMUSP00000079238	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000037685	ENSMUSP00000042215	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000060131	ENSMUSP00000046444	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028457	ENSMUSP00000103575	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000039529	ENSMUSP00000025482	Bilateria	Chordata	Duplicate
ENSMUSG00000060671	ENSMUSP00000128423	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031441	ENSMUSP00000088779	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037400	ENSMUSP00000029257	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000062949	ENSMUSP00000099066	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000052270	ENSMUSP00000065799	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000060701	ENSMUSP00000071179	Euteleostomi	Murinae	Duplicate
ENSMUSG00000045551	ENSMUSP00000052894	Euteleostomi	Eutheria	Duplicate
ENSMUSG00000046908	ENSMUSP00000051368	Euteleostomi	Amniota	Duplicate
ENSMUSG00000071275	ENSMUSP00000093296	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000040432	ENSMUSP00000048358	Euteleostomi	Amniota	Duplicate
ENSMUSG00000044724	ENSMUSP00000094062	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000074361	ENSMUSP00000133056	Euteleostomi	Theria	Duplicate
ENSMUSG00000034117	ENSMUSP00000036159	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000048062	ENSMUSP00000093311	Euteleostomi	Murinae	Duplicate
ENSMUSG00000071276	ENSMUSP00000093297	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000079700	ENSMUSP00000093316	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000046856	ENSMUSP00000051417	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000040552	ENSMUSP00000048092	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000049130	ENSMUSP00000129972	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000035148	ENSMUSP00000048059	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000042190	ENSMUSP00000036316	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000026586	ENSMUSP00000027878	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000021095	ENSMUSP00000021513	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000039476	ENSMUSP00000040332	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028707	ENSMUSP00000134457	Bilateria	Bilateria	Duplicate
ENSMUSG00000040726	ENSMUSP00000041999	Bilateria	Bilateria	Duplicate
ENSMUSG00000022738	ENSMUSP00000012279	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000005917	ENSMUSP00000006071	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000041578	ENSMUSP00000134400	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000021848	ENSMUSP00000113690	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031340	ENSMUSP00000066543	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000001260	ENSMUSP00000031119	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020436	ENSMUSP00000063812	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000055026	ENSMUSP00000067632	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000021506	ENSMUSP00000021968	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000025229	ENSMUSP00000026259	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028023	ENSMUSP00000047359	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000000560	ENSMUSP00000000572	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000055078	ENSMUSP00000063276	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020428	ENSMUSP00000126114	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000010803	ENSMUSP00000020707	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000029211	ENSMUSP00000031121	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031343	ENSMUSP00000062638	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000069312	ENSMUSP00000089348	Bilateria	Eutheria	Duplicate
ENSMUSG00000069265	ENSMUSP00000089293	Bilateria	Eutheria	Duplicate
ENSMUSG00000075032	ENSMUSP00000097295	Bilateria	Eutheria	Duplicate
ENSMUSG00000062417	ENSMUSP00000079670	Bilateria	Eutheria	Duplicate
ENSMUSG00000062808	ENSMUSP00000100737	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000069310	ENSMUSP00000089346	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000093769	ENSMUSP00000134751	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000069267	ENSMUSP00000089295	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000059309	ENSMUSP00000074994	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000026667	ENSMUSP00000027979	Bilateria	Bilateria	Duplicate
ENSMUSG00000021413	ENSMUSP00000077019	Bilateria	Bilateria	Duplicate
ENSMUSG00000040424	ENSMUSP00000103990	Bilateria	Bilateria	Duplicate
ENSMUSG00000008730	ENSMUSP00000113998	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000027177	ENSMUSP00000028600	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000061436	ENSMUSP00000124133	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028630	ENSMUSP00000004281	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000002409	ENSMUSP00000083064	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000016526	ENSMUSP00000016670	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000022897	ENSMUSP00000113660	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000030345	ENSMUSP00000077606	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000048236	ENSMUSP00000102366	Bilateria	Chordata	Duplicate
ENSMUSG00000031896	ENSMUSP00000034368	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031957	ENSMUSP00000034435	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000078520	ENSMUSP00000024200	Chordata	Mus.musculus	Duplicate
ENSMUSG00000062478	ENSMUSP00000039879	Chordata	Euteleostomi	Duplicate
ENSMUSG00000058579	ENSMUSP00000099539	Chordata	Euteleostomi	Duplicate
ENSMUSG00000023031	ENSMUSP00000023775	Chordata	Euteleostomi	Duplicate
ENSMUSG00000023433	ENSMUSP00000099581	Chordata	Mus.musculus	Duplicate
ENSMUSG00000030237	ENSMUSP00000130746	Amniota	Murinae	Duplicate
ENSMUSG00000079263	ENSMUSP00000137696	Amniota	Murinae	Duplicate
ENSMUSG00000041698	ENSMUSP00000037022	Amniota	Murinae	Duplicate
ENSMUSG00000084927	ENSMUSP00000117177	Amniota	Murinae	Duplicate
ENSMUSG00000079262	ENSMUSP00000107458	Amniota	Murinae	Duplicate
ENSMUSG00000063975	ENSMUSP00000137607	Amniota	Murinae	Duplicate
ENSMUSG00000030236	ENSMUSP00000044326	Amniota	Mammalia	Duplicate
ENSMUSG00000030235	ENSMUSP00000032362	Chordata	Chordata	Duplicate
ENSMUSG00000025790	ENSMUSP00000026897	Chordata	Chordata	Duplicate
ENSMUSG00000032548	ENSMUSP00000035148	Chordata	Euteleostomi	Duplicate
ENSMUSG00000030737	ENSMUSP00000102703	Chordata	Euteleostomi	Duplicate
ENSMUSG00000045463	ENSMUSP00000080508	Bilateria	Murinae	Duplicate
ENSMUSG00000038963	ENSMUSP00000045023	Bilateria	Chordata	Duplicate
ENSMUSG00000026331	ENSMUSP00000027569	Bilateria	Murinae	Duplicate
ENSMUSG00000026336	ENSMUSP00000027575	Bilateria	Murinae	Duplicate
ENSMUSG00000040693	ENSMUSP00000071875	Bilateria	Theria	Duplicate
ENSMUSG00000025938	ENSMUSP00000111062	Bilateria	Bilateria	Duplicate
ENSMUSG00000031442	ENSMUSP00000106500	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031139	ENSMUSP00000099070	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000019467	ENSMUSP00000019611	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000022263	ENSMUSP00000087714	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000061751	ENSMUSP00000110611	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000004562	ENSMUSP00000091331	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000014782	ENSMUSP00000014927	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037813	ENSMUSP00000040546	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000025265	ENSMUSP00000026296	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000024013	ENSMUSP00000024810	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000021706	ENSMUSP00000022217	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000022788	ENSMUSP00000125174	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000034557	ENSMUSP00000039852	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037946	ENSMUSP00000105714	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020021	ENSMUSP00000020208	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000049969	ENSMUSP00000054745	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000074170	ENSMUSP00000096113	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000034037	ENSMUSP00000109093	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000034863	ENSMUSP00000091157	Bilateria	Bilateria	Duplicate
ENSMUSG00000037949	ENSMUSP00000045214	Bilateria	Bilateria	Duplicate
ENSMUSG00000055489	ENSMUSP00000046884	Bilateria	Bilateria	Duplicate
ENSMUSG00000034107	ENSMUSP00000050495	Bilateria	Bilateria	Duplicate
ENSMUSG00000035189	ENSMUSP00000043478	Chordata	Euteleostomi	Duplicate
ENSMUSG00000074968	ENSMUSP00000097219	Chordata	Euteleostomi	Duplicate
ENSMUSG00000064210	ENSMUSP00000071770	Chordata	Euteleostomi	Duplicate
ENSMUSG00000054662	ENSMUSP00000067689	Chordata	Euteleostomi	Duplicate
ENSMUSG00000031075	ENSMUSP00000113899	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000038115	ENSMUSP00000125303	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000042567	ENSMUSP00000108249	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000034290	ENSMUSP00000049056	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000017405	ENSMUSP00000017549	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000026749	ENSMUSP00000049723	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000026622	ENSMUSP00000027931	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000026393	ENSMUSP00000027642	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000031478	ENSMUSP00000106358	Chordata	Euteleostomi	Duplicate
ENSMUSG00000031644	ENSMUSP00000034065	Chordata	Chordata	Duplicate
ENSMUSG00000035032	ENSMUSP00000038611	Chordata	Chordata	Duplicate
